tournament,match_date,series,best_of,winner,loser,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,winner_mw,loser_mw,winner_gw,loser_gw
Abierto Mexicano,2013-02-25,ATP500,3,Alund M.,Garza D.,7,6,7,5,0,0,0,0,0,0,2,0,14,11
Abierto Mexicano,2013-02-25,ATP500,3,Andujar P.,Lajovic D.,3,6,7,5,6,2,0,0,0,0,2,1,16,13
Abierto Mexicano,2013-02-26,ATP500,3,Sousa J.,Melzer J.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Abierto Mexicano,2013-02-26,ATP500,3,Giraldo S.,Ramirez-Hidalgo R.,4,6,6,4,6,4,0,0,0,0,2,1,16,14
Abierto Mexicano,2013-02-26,ATP500,3,Mayer L.,Reyes-Varela M.A.,6,0,7,6,0,0,0,0,0,0,2,0,13,6
Abierto Mexicano,2013-02-26,ATP500,3,Gimeno-Traver D.,Berlocq C.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Abierto Mexicano,2013-02-26,ATP500,3,Almagro N.,Ramirez C.,6,0,6,1,0,0,0,0,0,0,2,0,12,1
Abierto Mexicano,2013-02-26,ATP500,3,Odesnik W.,Kubot L.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Abierto Mexicano,2013-02-26,ATP500,3,Robredo T.,Volandri F.,6,2,2,6,6,4,0,0,0,0,2,1,14,12
Abierto Mexicano,2013-02-27,ATP500,3,Lorenzi P.,Paire B.,4,6,6,3,6,4,0,0,0,0,2,1,16,13
Abierto Mexicano,2013-02-27,ATP500,3,Ferrer D.,Veic A.,6,0,6,3,0,0,0,0,0,0,2,0,12,3
Abierto Mexicano,2013-02-27,ATP500,3,Fognini F.,Wawrinka S.,6,2,7,6,0,0,0,0,0,0,2,0,13,8
Abierto Mexicano,2013-02-27,ATP500,3,Kuznetsov An.,Bellucci T.,4,6,6,4,6,4,0,0,0,0,2,1,16,14
Abierto Mexicano,2013-02-27,ATP500,3,Zeballos H.,Bolelli S.,7,5,6,1,0,0,0,0,0,0,2,0,13,6
Abierto Mexicano,2013-02-27,ATP500,3,Nadal R.,Schwartzman D.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Abierto Mexicano,2013-02-27,ATP500,3,Bedene A.,Nalbandian D.,4,6,6,0,6,4,0,0,0,0,2,1,16,10
Abierto Mexicano,2013-02-27,ATP500,3,Giraldo S.,Sousa J.,7,6,7,5,0,0,0,0,0,0,2,0,14,11
Abierto Mexicano,2013-02-28,ATP500,3,Zeballos H.,Gimeno-Traver D.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
Abierto Mexicano,2013-02-28,ATP500,3,Fognini F.,Bedene A.,2,6,6,4,7,6,0,0,0,0,2,1,15,16
Abierto Mexicano,2013-02-28,ATP500,3,Ferrer D.,Odesnik W.,6,2,6,1,0,0,0,0,0,0,2,0,12,3
Abierto Mexicano,2013-02-28,ATP500,3,Mayer L.,Kuznetsov An.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Abierto Mexicano,2013-02-28,ATP500,3,Lorenzi P.,Andujar P.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Abierto Mexicano,2013-02-28,ATP500,3,Nadal R.,Alund M.,6,0,6,4,0,0,0,0,0,0,2,0,12,4
Abierto Mexicano,2013-02-28,ATP500,3,Almagro N.,Robredo T.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Abierto Mexicano,2013-02-28,ATP500,3,Ferrer D.,Lorenzi P.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
Abierto Mexicano,2013-02-28,ATP500,3,Fognini F.,Giraldo S.,7,5,6,4,0,0,0,0,0,0,2,0,13,9
Abierto Mexicano,2013-03-01,ATP500,3,Almagro N.,Zeballos H.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Abierto Mexicano,2013-03-01,ATP500,3,Nadal R.,Mayer L.,6,1,7,5,0,0,0,0,0,0,2,0,13,6
Abierto Mexicano,2013-03-02,ATP500,3,Ferrer D.,Fognini F.,6,3,6,7,6,1,0,0,0,0,2,1,18,11
Abierto Mexicano,2013-03-02,ATP500,3,Nadal R.,Almagro N.,7,5,6,4,0,0,0,0,0,0,2,0,13,9
Abierto Mexicano,2013-03-03,ATP500,3,Nadal R.,Ferrer D.,6,0,6,2,0,0,0,0,0,0,2,0,12,2
International Championships,2013-02-25,ATP250,3,Donskoy E.,Darcis S.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
International Championships,2013-02-25,ATP250,3,Malisse X.,Falla A.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
International Championships,2013-02-25,ATP250,3,Dodig I.,Dolgopolov O.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
International Championships,2013-02-26,ATP250,3,Querrey S.,Russell M.,6,2,2,2,0,0,0,0,0,0,2,0,8,4
International Championships,2013-02-26,ATP250,3,Munoz-De La Nava D.,Harrison R.,6,2,1,6,6,3,0,0,0,0,2,1,13,11
International Championships,2013-02-26,ATP250,3,Roger-Vasselin E.,Cipolla F.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
International Championships,2013-02-26,ATP250,3,Istomin D.,Becker B.,6,7,6,4,7,5,0,0,0,0,2,1,19,16
International Championships,2013-02-26,ATP250,3,Gulbis E.,Blake J.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
International Championships,2013-02-26,ATP250,3,Sock J.,Ebden M.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
International Championships,2013-02-26,ATP250,3,Lu Y.H.,Reynolds B.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
International Championships,2013-02-26,ATP250,3,Berankis R.,Phau B.,6,1,7,6,0,0,0,0,0,0,2,0,13,7
International Championships,2013-02-26,ATP250,3,Haas T.,Sijsling I.,5,7,6,4,0,0,0,0,0,0,2,0,11,11
International Championships,2013-02-26,ATP250,3,Soeda G.,Matosevic M.,2,6,6,4,7,6,0,0,0,0,2,1,15,16
International Championships,2013-02-26,ATP250,3,Anderson K.,Smyczek T.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
International Championships,2013-02-26,ATP250,3,Karlovic I.,Nishikori K.,5,4,0,0,0,0,0,0,0,0,2,0,5,4
International Championships,2013-02-27,ATP250,3,Isner J.,Levine J.,7,6,5,7,6,4,0,0,0,0,2,1,18,17
International Championships,2013-02-28,ATP250,3,Roger-Vasselin E.,Karlovic I.,6,4,7,5,0,0,0,0,0,0,2,0,13,9
International Championships,2013-02-28,ATP250,3,Munoz-De La Nava D.,Malisse X.,7,6,3,6,6,3,0,0,0,0,2,1,16,15
International Championships,2013-02-28,ATP250,3,Berankis R.,Sock J.,3,6,6,4,6,1,0,0,0,0,2,1,15,11
International Championships,2013-02-28,ATP250,3,Haas T.,Istomin D.,6,4,6,1,0,0,0,0,0,0,2,0,12,5
International Championships,2013-02-28,ATP250,3,Dodig I.,Donskoy E.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
International Championships,2013-02-28,ATP250,3,Gulbis E.,Querrey S.,6,4,4,6,7,6,0,0,0,0,2,1,17,16
International Championships,2013-02-28,ATP250,3,Anderson K.,Lu Y.H.,6,4,3,6,6,3,0,0,0,0,2,1,15,13
International Championships,2013-03-01,ATP250,3,Isner J.,Soeda G.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
International Championships,2013-03-01,ATP250,3,Gulbis E.,Munoz-De La Nava D.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
International Championships,2013-03-01,ATP250,3,Haas T.,Dodig I.,7,6,2,6,6,1,0,0,0,0,2,1,15,13
International Championships,2013-03-01,ATP250,3,Roger-Vasselin E.,Berankis R.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
International Championships,2013-03-02,ATP250,3,Isner J.,Anderson K.,6,2,7,6,0,0,0,0,0,0,2,0,13,8
International Championships,2013-03-02,ATP250,3,Gulbis E.,Haas T.,6,3,4,6,7,6,0,0,0,0,2,1,17,15
International Championships,2013-03-03,ATP250,3,Roger-Vasselin E.,Isner J.,6,4,4,6,6,4,0,0,0,0,2,1,16,14
International Championships,2013-03-03,ATP250,3,Gulbis E.,Roger-Vasselin E.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
Dubai Tennis Championships,2013-02-25,ATP500,3,Bautista R.,Goffin D.,6,2,7,5,0,0,0,0,0,0,2,0,13,7
Dubai Tennis Championships,2013-02-25,ATP500,3,Seppi A.,Mathieu P.H.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
Dubai Tennis Championships,2013-02-25,ATP500,3,Brands D.,Serra F.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Dubai Tennis Championships,2013-02-25,ATP500,3,Rosol L.,Viola M.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
Dubai Tennis Championships,2013-02-25,ATP500,3,Youzhny M.,Kavcic B.,1,6,6,1,6,3,0,0,0,0,2,1,13,10
Dubai Tennis Championships,2013-02-25,ATP500,3,Federer R.,Jaziri M.,5,7,6,0,6,2,0,0,0,0,2,1,17,9
Dubai Tennis Championships,2013-02-25,ATP500,3,Devvarman S.,Kunitsyn I.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
Dubai Tennis Championships,2013-02-26,ATP500,3,Kamke T.,Kukushkin M.,4,6,6,4,6,4,0,0,0,0,2,1,16,14
Dubai Tennis Championships,2013-02-26,ATP500,3,Davydenko N.,Tipsarevic J.,6,0,7,5,0,0,0,0,0,0,2,0,13,5
Dubai Tennis Championships,2013-02-26,ATP500,3,Hanescu V.,Tomic B.,3,2,0,0,0,0,0,0,0,0,2,0,3,2
Dubai Tennis Championships,2013-02-26,ATP500,3,Granollers M.,Montanes A.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
Dubai Tennis Championships,2013-02-26,ATP500,3,Del Potro J.M.,Baghdatis M.,4,6,6,4,7,6,0,0,0,0,2,1,17,16
Dubai Tennis Championships,2013-02-26,ATP500,3,Tursunov D.,Hajek J.,4,6,6,1,6,2,0,0,0,0,2,1,16,9
Dubai Tennis Championships,2013-02-26,ATP500,3,Berdych T.,Ram R.,6,1,6,3,0,0,0,0,0,0,2,0,12,4
Dubai Tennis Championships,2013-02-26,ATP500,3,Djokovic N.,Troicki V.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
Dubai Tennis Championships,2013-02-26,ATP500,3,Llodra M.,Tsonga J.W.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
Dubai Tennis Championships,2013-02-27,ATP500,3,Brands D.,Youzhny M.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Dubai Tennis Championships,2013-02-27,ATP500,3,Davydenko N.,Hanescu V.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Dubai Tennis Championships,2013-02-27,ATP500,3,Berdych T.,Kamke T.,7,5,6,1,0,0,0,0,0,0,2,0,13,6
Dubai Tennis Championships,2013-02-27,ATP500,3,Seppi A.,Rosol L.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Dubai Tennis Championships,2013-02-27,ATP500,3,Del Potro J.M.,Devvarman S.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Dubai Tennis Championships,2013-02-27,ATP500,3,Tursunov D.,Llodra M.,7,6,2,6,6,3,0,0,0,0,2,1,15,15
Dubai Tennis Championships,2013-02-27,ATP500,3,Federer R.,Granollers M.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Dubai Tennis Championships,2013-02-27,ATP500,3,Djokovic N.,Bautista R.,6,1,7,6,0,0,0,0,0,0,2,0,13,7
Dubai Tennis Championships,2013-02-28,ATP500,3,Del Potro J.M.,Brands D.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
Dubai Tennis Championships,2013-02-28,ATP500,3,Berdych T.,Tursunov D.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Dubai Tennis Championships,2013-02-28,ATP500,3,Djokovic N.,Seppi A.,6,0,6,3,0,0,0,0,0,0,2,0,12,3
Dubai Tennis Championships,2013-02-28,ATP500,3,Federer R.,Davydenko N.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Dubai Tennis Championships,2013-03-01,ATP500,3,Djokovic N.,Del Potro J.M.,6,3,7,6,0,0,0,0,0,0,2,0,13,9
Dubai Tennis Championships,2013-03-01,ATP500,3,Berdych T.,Federer R.,3,6,7,6,6,4,0,0,0,0,2,1,16,16
Dubai Tennis Championships,2013-03-02,ATP500,3,Djokovic N.,Berdych T.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
BNP Paribas Open,2013-03-07,Masters 1000,3,Paire B.,Kubot L.,5,7,7,5,6,2,0,0,0,0,2,1,18,14
BNP Paribas Open,2013-03-07,Masters 1000,3,Goffin D.,Troicki V.,4,6,6,3,6,4,0,0,0,0,2,1,16,13
BNP Paribas Open,2013-03-07,Masters 1000,3,Tomic B.,Bellucci T.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
BNP Paribas Open,2013-03-07,Masters 1000,3,Lorenzi P.,Muller G.,7,5,6,4,0,0,0,0,0,0,2,0,13,9
BNP Paribas Open,2013-03-07,Masters 1000,3,Nieminen J.,Sijsling I.,4,6,6,3,6,3,0,0,0,0,2,1,16,12
BNP Paribas Open,2013-03-07,Masters 1000,3,Mayer L.,Malisse X.,6,2,3,6,6,4,0,0,0,0,2,1,15,12
BNP Paribas Open,2013-03-07,Masters 1000,3,Nalbandian D.,Granollers M.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
BNP Paribas Open,2013-03-07,Masters 1000,3,Anderson K.,Hanescu V.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
BNP Paribas Open,2013-03-07,Masters 1000,3,Zverev M.,Melzer J.,3,6,6,3,7,6,0,0,0,0,2,1,16,15
BNP Paribas Open,2013-03-07,Masters 1000,3,Brands D.,Baghdatis M.,6,0,7,6,0,0,0,0,0,0,2,0,13,6
BNP Paribas Open,2013-03-08,Masters 1000,3,Odesnik W.,Bautista R.,7,5,7,5,0,0,0,0,0,0,2,0,14,10
BNP Paribas Open,2013-03-08,Masters 1000,3,Istomin D.,Pospisil V.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
BNP Paribas Open,2013-03-08,Masters 1000,3,Hewitt L.,Rosol L.,6,4,3,6,6,1,0,0,0,0,2,1,15,11
BNP Paribas Open,2013-03-08,Masters 1000,3,Dodig I.,Pella G.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
BNP Paribas Open,2013-03-08,Masters 1000,3,Gulbis E.,Lopez F.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
BNP Paribas Open,2013-03-08,Masters 1000,3,Harrison R.,Soeda G.,6,0,4,6,6,3,0,0,0,0,2,1,16,9
BNP Paribas Open,2013-03-08,Masters 1000,3,Andujar P.,Johnson S.,2,6,6,1,6,4,0,0,0,0,2,1,14,11
BNP Paribas Open,2013-03-08,Masters 1000,3,Ebden M.,Kuznetsov An.,6,3,4,6,6,4,0,0,0,0,2,1,16,13
BNP Paribas Open,2013-03-08,Masters 1000,3,Matosevic M.,Robredo T.,7,5,6,2,0,0,0,0,0,0,2,0,13,7
BNP Paribas Open,2013-03-08,Masters 1000,3,Petzschner P.,Tursunov D.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
BNP Paribas Open,2013-03-08,Masters 1000,3,Ramos A.,Zeballos H.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
BNP Paribas Open,2013-03-08,Masters 1000,3,Berlocq C.,Giraldo S.,6,0,2,6,7,5,0,0,0,0,2,1,15,11
BNP Paribas Open,2013-03-08,Masters 1000,3,Donskoy E.,Ito T.,6,2,6,1,0,0,0,0,0,0,2,0,12,3
BNP Paribas Open,2013-03-08,Masters 1000,3,Karlovic I.,Sock J.,3,6,7,6,6,2,0,0,0,0,2,1,16,14
BNP Paribas Open,2013-03-08,Masters 1000,3,Davydenko N.,Mathieu P.H.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
BNP Paribas Open,2013-03-08,Masters 1000,3,Phau B.,Falla A.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
BNP Paribas Open,2013-03-09,Masters 1000,3,Blake J.,Haase R.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
BNP Paribas Open,2013-03-09,Masters 1000,3,Fognini F.,Bedene A.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
BNP Paribas Open,2013-03-09,Masters 1000,3,Reynolds B.,Becker B.,6,3,3,6,6,4,0,0,0,0,2,1,15,13
BNP Paribas Open,2013-03-09,Masters 1000,3,Lu Y.H.,Smyczek T.,2,6,6,2,6,2,0,0,0,0,2,1,14,10
BNP Paribas Open,2013-03-09,Masters 1000,3,Gimeno-Traver D.,Lacko L.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
BNP Paribas Open,2013-03-09,Masters 1000,3,Llodra M.,Munoz-De La Nava D.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
BNP Paribas Open,2013-03-09,Masters 1000,3,Paire B.,Kohlschreiber P.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
BNP Paribas Open,2013-03-09,Masters 1000,3,Nieminen J.,Verdasco F.,6,1,6,0,0,0,0,0,0,0,2,0,12,1
BNP Paribas Open,2013-03-09,Masters 1000,3,Anderson K.,Ferrer D.,3,6,6,4,6,3,0,0,0,0,2,1,15,13
BNP Paribas Open,2013-03-09,Masters 1000,3,Wawrinka S.,Odesnik W.,3,6,6,2,6,1,0,0,0,0,2,1,15,9
BNP Paribas Open,2013-03-09,Masters 1000,3,Mayer L.,Youzhny M.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
BNP Paribas Open,2013-03-09,Masters 1000,3,Hewitt L.,Isner J.,6,7,6,3,6,4,0,0,0,0,2,1,18,14
BNP Paribas Open,2013-03-09,Masters 1000,3,Janowicz J.,Nalbandian D.,7,6,4,6,6,3,0,0,0,0,2,1,17,15
BNP Paribas Open,2013-03-09,Masters 1000,3,Simon G.,Lorenzi P.,6,3,3,6,7,5,0,0,0,0,2,1,16,14
BNP Paribas Open,2013-03-09,Masters 1000,3,Federer R.,Istomin D.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
BNP Paribas Open,2013-03-10,Masters 1000,3,Dodig I.,Benneteau J.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
BNP Paribas Open,2013-03-10,Masters 1000,3,Seppi A.,Brands D.,7,5,6,4,0,0,0,0,0,0,2,0,13,9
BNP Paribas Open,2013-03-10,Masters 1000,3,Gasquet R.,Tomic B.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
BNP Paribas Open,2013-03-10,Masters 1000,3,Mayer F.,Goffin D.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
BNP Paribas Open,2013-03-10,Masters 1000,3,Nadal R.,Harrison R.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
BNP Paribas Open,2013-03-10,Masters 1000,3,Gulbis E.,Tipsarevic J.,6,2,6,0,0,0,0,0,0,0,2,0,12,2
BNP Paribas Open,2013-03-10,Masters 1000,3,Berdych T.,Zverev M.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
BNP Paribas Open,2013-03-10,Masters 1000,3,Raonic M.,Llodra M.,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BNP Paribas Open,2013-03-10,Masters 1000,3,Phau B.,Chardy J.,6,2,2,6,6,4,0,0,0,0,2,1,14,12
BNP Paribas Open,2013-03-10,Masters 1000,3,Fish M.,Reynolds B.,6,3,3,6,6,4,0,0,0,0,2,1,15,13
BNP Paribas Open,2013-03-10,Masters 1000,3,Matosevic M.,Monaco J.,7,5,6,0,0,0,0,0,0,0,2,0,13,5
BNP Paribas Open,2013-03-10,Masters 1000,3,Cilic M.,Ramos A.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
BNP Paribas Open,2013-03-10,Masters 1000,3,Lu Y.H.,Klizan M.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
BNP Paribas Open,2013-03-10,Masters 1000,3,Berlocq C.,Dolgopolov O.,6,3,6,7,6,3,0,0,0,0,2,1,18,13
BNP Paribas Open,2013-03-10,Masters 1000,3,Murray A.,Donskoy E.,5,7,6,2,6,2,0,0,0,0,2,1,17,11
BNP Paribas Open,2013-03-10,Masters 1000,3,Del Potro J.M.,Davydenko N.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
BNP Paribas Open,2013-03-10,Masters 1000,3,Almagro N.,Gimeno-Traver D.,7,5,6,1,0,0,0,0,0,0,2,0,13,6
BNP Paribas Open,2013-03-10,Masters 1000,3,Haas T.,Andujar P.,6,3,7,6,0,0,0,0,0,0,2,0,13,9
BNP Paribas Open,2013-03-11,Masters 1000,3,Nishikori K.,Petzschner P.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
BNP Paribas Open,2013-03-11,Masters 1000,3,Djokovic N.,Fognini F.,6,0,5,7,6,2,0,0,0,0,2,1,17,9
BNP Paribas Open,2013-03-11,Masters 1000,3,Dimitrov G.,Ebden M.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
BNP Paribas Open,2013-03-11,Masters 1000,3,Querrey S.,Karlovic I.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
BNP Paribas Open,2013-03-11,Masters 1000,3,Tsonga J.W.,Blake J.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
BNP Paribas Open,2013-03-11,Masters 1000,3,Anderson K.,Nieminen J.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
BNP Paribas Open,2013-03-11,Masters 1000,3,Gulbis E.,Seppi A.,5,7,6,3,6,4,0,0,0,0,2,1,17,14
BNP Paribas Open,2013-03-11,Masters 1000,3,Nadal R.,Mayer L.,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BNP Paribas Open,2013-03-11,Masters 1000,3,Berdych T.,Mayer F.,6,4,6,1,0,0,0,0,0,0,2,0,12,5
BNP Paribas Open,2013-03-11,Masters 1000,3,Gasquet R.,Janowicz J.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
BNP Paribas Open,2013-03-11,Masters 1000,3,Federer R.,Dodig I.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
BNP Paribas Open,2013-03-12,Masters 1000,3,Simon G.,Paire B.,3,6,7,6,6,4,0,0,0,0,2,1,16,16
BNP Paribas Open,2013-03-12,Masters 1000,3,Wawrinka S.,Hewitt L.,6,4,7,5,0,0,0,0,0,0,2,0,13,9
BNP Paribas Open,2013-03-12,Masters 1000,3,Raonic M.,Cilic M.,3,6,6,4,6,3,0,0,0,0,2,1,15,13
BNP Paribas Open,2013-03-12,Masters 1000,3,Tsonga J.W.,Fish M.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
BNP Paribas Open,2013-03-12,Masters 1000,3,Querrey S.,Matosevic M.,7,6,6,7,7,5,0,0,0,0,2,1,20,18
BNP Paribas Open,2013-03-12,Masters 1000,3,Haas T.,Almagro N.,6,3,6,7,7,6,0,0,0,0,2,1,19,16
BNP Paribas Open,2013-03-12,Masters 1000,3,Djokovic N.,Dimitrov G.,7,6,6,1,0,0,0,0,0,0,2,0,13,7
BNP Paribas Open,2013-03-12,Masters 1000,3,Berlocq C.,Nishikori K.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
BNP Paribas Open,2013-03-13,Masters 1000,3,Del Potro J.M.,Phau B.,6,2,7,5,0,0,0,0,0,0,2,0,13,7
BNP Paribas Open,2013-03-13,Masters 1000,3,Murray A.,Lu Y.H.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
BNP Paribas Open,2013-03-13,Masters 1000,3,Anderson K.,Simon G.,6,3,1,6,6,4,0,0,0,0,2,1,13,13
BNP Paribas Open,2013-03-13,Masters 1000,3,Tsonga J.W.,Raonic M.,4,6,7,5,6,4,0,0,0,0,2,1,17,15
BNP Paribas Open,2013-03-13,Masters 1000,3,Berdych T.,Gasquet R.,6,1,7,5,0,0,0,0,0,0,2,0,13,6
BNP Paribas Open,2013-03-13,Masters 1000,3,Federer R.,Wawrinka S.,6,3,6,7,7,5,0,0,0,0,2,1,19,15
BNP Paribas Open,2013-03-14,Masters 1000,3,Murray A.,Berlocq C.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
BNP Paribas Open,2013-03-14,Masters 1000,3,Nadal R.,Gulbis E.,4,6,6,4,7,5,0,0,0,0,2,1,17,15
BNP Paribas Open,2013-03-14,Masters 1000,3,Del Potro J.M.,Haas T.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
BNP Paribas Open,2013-03-14,Masters 1000,3,Djokovic N.,Querrey S.,6,0,7,6,0,0,0,0,0,0,2,0,13,6
BNP Paribas Open,2013-03-14,Masters 1000,3,Berdych T.,Anderson K.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
BNP Paribas Open,2013-03-15,Masters 1000,3,Nadal R.,Federer R.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
BNP Paribas Open,2013-03-15,Masters 1000,3,Djokovic N.,Tsonga J.W.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
BNP Paribas Open,2013-03-15,Masters 1000,3,Del Potro J.M.,Murray A.,6,7,6,3,6,1,0,0,0,0,2,1,18,11
BNP Paribas Open,2013-03-16,Masters 1000,3,Nadal R.,Berdych T.,6,4,7,5,0,0,0,0,0,0,2,0,13,9
BNP Paribas Open,2013-03-16,Masters 1000,3,Del Potro J.M.,Djokovic N.,4,6,6,4,6,4,0,0,0,0,2,1,16,14
BNP Paribas Open,2013-03-17,Masters 1000,3,Nadal R.,Del Potro J.M.,4,6,6,3,6,4,0,0,0,0,2,1,16,13
Sony Ericsson Open,2013-03-20,Masters 1000,3,Hanescu V.,Kuznetsov An.,4,6,6,3,4,1,0,0,0,0,2,1,14,10
Sony Ericsson Open,2013-03-20,Masters 1000,3,Rosol L.,Muller G.,7,5,6,4,0,0,0,0,0,0,2,0,13,9
Sony Ericsson Open,2013-03-20,Masters 1000,3,Devvarman S.,Donskoy E.,4,6,7,6,6,2,0,0,0,0,2,1,17,14
Sony Ericsson Open,2013-03-20,Masters 1000,3,Kamke T.,Kavcic B.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
Sony Ericsson Open,2013-03-20,Masters 1000,3,Malisse X.,Ram R.,6,4,6,7,6,4,0,0,0,0,2,1,18,15
Sony Ericsson Open,2013-03-20,Masters 1000,3,Llodra M.,Paire B.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
Sony Ericsson Open,2013-03-20,Masters 1000,3,Melzer J.,Berankis R.,3,6,6,3,7,6,0,0,0,0,2,1,16,15
Sony Ericsson Open,2013-03-20,Masters 1000,3,Hewitt L.,Sousa J.,6,1,7,6,0,0,0,0,0,0,2,0,13,7
Sony Ericsson Open,2013-03-20,Masters 1000,3,Ramos A.,Hajek J.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
Sony Ericsson Open,2013-03-20,Masters 1000,3,Zemlja G.,Bautista R.,3,6,0,0,0,0,0,0,0,0,2,0,3,6
Sony Ericsson Open,2013-03-20,Masters 1000,3,Sijsling I.,Mayer L.,3,2,0,0,0,0,0,0,0,0,2,0,3,2
Sony Ericsson Open,2013-03-20,Masters 1000,3,Zeballos H.,De Bakker T.,6,1,3,6,6,3,0,0,0,0,2,1,15,10
Sony Ericsson Open,2013-03-20,Masters 1000,3,Sela D.,Matosevic M.,6,2,1,6,6,4,0,0,0,0,2,1,13,12
Sony Ericsson Open,2013-03-20,Masters 1000,3,Davydenko N.,Lorenzi P.,6,0,2,6,6,0,0,0,0,0,2,1,14,6
Sony Ericsson Open,2013-03-21,Masters 1000,3,Blake J.,Harrison R.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Sony Ericsson Open,2013-03-21,Masters 1000,3,Tursunov D.,Smyczek T.,7,6,7,5,0,0,0,0,0,0,2,0,14,11
