tournament,match_date,series,best_of,winner,loser,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,winner_mw,loser_mw,winner_gw,loser_gw
Australian Open,2013-01-16,Grand Slam,5,Baghdatis M.,Ito T.,3,6,6,3,6,2,6,2,0,0,3,1,21,13
Australian Open,2013-01-16,Grand Slam,5,Benneteau J.,Roger-Vasselin E.,4,6,7,5,7,6,7,6,0,0,3,1,25,23
Australian Open,2013-01-16,Grand Slam,5,Stepanek R.,Lopez F.,6,2,6,2,6,4,0,0,0,0,3,1,18,8
Australian Open,2013-01-16,Grand Slam,5,Tipsarevic J.,Lacko L.,6,3,6,4,3,6,4,6,7,5,3,2,26,24
Australian Open,2013-01-16,Grand Slam,5,Anderson K.,Kuznetsov An.,6,1,7,5,6,4,0,0,0,0,3,1,19,10
Australian Open,2013-01-16,Grand Slam,5,Verdasco F.,Malisse X.,6,1,6,3,6,2,0,0,0,0,3,1,18,6
Australian Open,2013-01-16,Grand Slam,5,Djokovic N.,Harrison R.,6,1,6,2,6,3,0,0,0,0,3,1,18,6
Australian Open,2013-01-17,Grand Slam,5,Berankis R.,Mayer F.,6,2,6,3,6,1,0,0,0,0,3,1,18,6
Australian Open,2013-01-17,Grand Slam,5,Seppi A.,Istomin D.,7,6,5,7,6,7,7,6,6,2,3,2,31,28
Australian Open,2013-01-17,Grand Slam,5,Tsonga J.W.,Soeda G.,6,3,7,6,6,3,0,0,0,0,3,1,19,12
Australian Open,2013-01-17,Grand Slam,5,Kohlschreiber P.,Weintraub A.,6,2,7,6,6,4,0,0,0,0,3,1,19,12
Australian Open,2013-01-17,Grand Slam,5,Kavcic B.,Duckworth J.,3,6,6,3,6,4,6,7,10,8,3,2,31,28
Australian Open,2013-01-17,Grand Slam,5,Raonic M.,Rosol L.,7,6,6,2,6,3,0,0,0,0,3,1,19,11
Australian Open,2013-01-17,Grand Slam,5,Murray A.,Sousa J.,6,2,6,2,6,4,0,0,0,0,3,1,18,8
Australian Open,2013-01-17,Grand Slam,5,Tomic B.,Brands D.,6,7,7,5,7,6,7,6,0,0,3,1,27,24
Australian Open,2013-01-17,Grand Slam,5,Chardy J.,Granollers M.,6,3,3,6,6,1,6,2,0,0,3,1,21,12
Australian Open,2013-01-17,Grand Slam,5,Cilic M.,Ram R.,7,5,6,2,6,4,0,0,0,0,3,1,19,11
Australian Open,2013-01-17,Grand Slam,5,Simon G.,Levine J.,2,6,6,3,7,6,6,2,0,0,3,1,21,17
Australian Open,2013-01-17,Grand Slam,5,Monfils G.,Lu Y.H.,7,6,4,6,0,6,6,1,8,6,3,2,25,25
Australian Open,2013-01-17,Grand Slam,5,Dodig I.,Nieminen J.,6,3,6,7,6,3,6,7,6,1,3,2,30,21
Australian Open,2013-01-17,Grand Slam,5,Federer R.,Davydenko N.,6,3,6,4,6,4,0,0,0,0,3,1,18,11
Australian Open,2013-01-17,Grand Slam,5,Del Potro J.M.,Becker B.,6,2,6,4,6,2,0,0,0,0,3,1,18,8
Australian Open,2013-01-17,Grand Slam,5,Gasquet R.,Falla A.,6,3,6,2,6,2,0,0,0,0,3,1,18,7
Australian Open,2013-01-18,Grand Slam,5,Tipsarevic J.,Benneteau J.,3,6,6,4,2,6,6,4,6,3,3,2,23,23
Australian Open,2013-01-18,Grand Slam,5,Djokovic N.,Stepanek R.,6,4,6,3,7,5,0,0,0,0,3,1,19,12
Australian Open,2013-01-18,Grand Slam,5,Anderson K.,Verdasco F.,4,6,6,3,4,6,7,6,6,2,3,2,27,23
Australian Open,2013-01-18,Grand Slam,5,Almagro N.,Janowicz J.,7,6,7,6,6,1,0,0,0,0,3,1,20,13
Australian Open,2013-01-18,Grand Slam,5,Nishikori K.,Donskoy E.,7,6,6,2,6,3,0,0,0,0,3,1,19,11
Australian Open,2013-01-18,Grand Slam,5,Wawrinka S.,Querrey S.,7,6,7,5,6,4,0,0,0,0,3,1,20,15
Australian Open,2013-01-18,Grand Slam,5,Berdych T.,Melzer J.,6,3,6,2,6,2,0,0,0,0,3,1,18,7
Australian Open,2013-01-18,Grand Slam,5,Ferrer D.,Baghdatis M.,6,4,6,2,6,3,0,0,0,0,3,1,18,9
Australian Open,2013-01-19,Grand Slam,5,Gasquet R.,Dodig I.,4,6,6,3,7,6,6,0,0,0,3,1,23,15
Australian Open,2013-01-19,Grand Slam,5,Chardy J.,Del Potro J.M.,6,3,6,3,6,7,3,6,6,3,3,2,27,22
Australian Open,2013-01-19,Grand Slam,5,Seppi A.,Cilic M.,6,7,6,3,2,6,6,4,6,2,3,2,26,22
Australian Open,2013-01-19,Grand Slam,5,Murray A.,Berankis R.,6,3,6,4,7,5,0,0,0,0,3,1,19,12
Australian Open,2013-01-19,Grand Slam,5,Tsonga J.W.,Kavcic B.,6,2,6,1,6,4,0,0,0,0,3,1,18,7
Australian Open,2013-01-19,Grand Slam,5,Raonic M.,Kohlschreiber P.,7,6,6,3,6,4,0,0,0,0,3,1,19,13
Australian Open,2013-01-19,Grand Slam,5,Federer R.,Tomic B.,6,4,7,6,6,1,0,0,0,0,3,1,19,11
Australian Open,2013-01-19,Grand Slam,5,Simon G.,Monfils G.,6,4,6,4,4,6,1,6,8,6,3,2,25,26
Australian Open,2013-01-20,Grand Slam,5,Ferrer D.,Nishikori K.,6,2,6,1,6,4,0,0,0,0,3,1,18,7
Australian Open,2013-01-20,Grand Slam,5,Almagro N.,Tipsarevic J.,6,2,5,1,0,0,0,0,0,0,3,1,11,3
Australian Open,2013-01-20,Grand Slam,5,Berdych T.,Anderson K.,6,3,6,2,7,6,0,0,0,0,3,1,19,11
Australian Open,2013-01-20,Grand Slam,5,Djokovic N.,Wawrinka S.,1,6,7,5,6,4,6,7,12,10,3,2,32,32
Australian Open,2013-01-21,Grand Slam,5,Chardy J.,Seppi A.,5,7,6,3,6,2,6,2,0,0,3,1,23,14
Australian Open,2013-01-21,Grand Slam,5,Tsonga J.W.,Gasquet R.,6,4,3,6,6,3,6,2,0,0,3,1,21,15
Australian Open,2013-01-21,Grand Slam,5,Murray A.,Simon G.,6,3,6,1,6,3,0,0,0,0,3,1,18,7
Australian Open,2013-01-21,Grand Slam,5,Federer R.,Raonic M.,6,4,7,6,6,2,0,0,0,0,3,1,19,12
Australian Open,2013-01-22,Grand Slam,5,Ferrer D.,Almagro N.,4,6,4,6,7,5,7,6,6,2,3,2,28,25
Australian Open,2013-01-22,Grand Slam,5,Djokovic N.,Berdych T.,6,1,4,6,6,1,6,4,0,0,3,1,22,12
Australian Open,2013-01-23,Grand Slam,5,Murray A.,Chardy J.,6,4,6,1,6,2,0,0,0,0,3,1,18,7
Australian Open,2013-01-23,Grand Slam,5,Federer R.,Tsonga J.W.,7,6,4,6,7,6,3,6,6,3,3,2,27,27
Australian Open,2013-01-24,Grand Slam,5,Djokovic N.,Ferrer D.,6,2,6,2,6,1,0,0,0,0,3,1,18,5
Australian Open,2013-01-25,Grand Slam,5,Murray A.,Federer R.,6,4,6,7,6,3,6,7,6,2,3,2,30,23
Australian Open,2013-01-27,Grand Slam,5,Djokovic N.,Murray A.,6,7,7,6,6,3,6,2,0,0,3,1,25,18
Open Sud de France,2013-02-05,ATP250,3,Darcis S.,Mannarino A.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Open Sud de France,2013-02-05,ATP250,3,Hajek J.,Sela D.,2,6,7,5,6,1,0,0,0,0,2,1,15,12
Open Sud de France,2013-02-05,ATP250,3,Nieminen J.,Serra F.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Open Sud de France,2013-02-05,ATP250,3,Hanescu V.,Olaso G.,6,1,7,6,0,0,0,0,0,0,2,0,13,7
Open Sud de France,2013-02-05,ATP250,3,Paire B.,Menendez-Maceiras A.,6,0,6,2,0,0,0,0,0,0,2,0,12,2
Open Sud de France,2013-02-05,ATP250,3,Monfils G.,Bemelmans R.,7,5,6,4,0,0,0,0,0,0,2,0,13,9
Open Sud de France,2013-02-05,ATP250,3,Stakhovsky S.,Mathieu P.H.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Open Sud de France,2013-02-06,ATP250,3,Troicki V.,Pouille L.,6,4,7,5,0,0,0,0,0,0,2,0,13,9
Open Sud de France,2013-02-06,ATP250,3,Brugues-Davi A.,Kukushkin M.,6,7,6,3,7,6,0,0,0,0,2,1,19,16
Open Sud de France,2013-02-06,ATP250,3,Benneteau J.,Ungur A.,6,3,4,2,0,0,0,0,0,0,2,0,10,5
Open Sud de France,2013-02-06,ATP250,3,Ito T.,Roger-Vasselin E.,3,6,7,6,7,5,0,0,0,0,2,1,17,17
Open Sud de France,2013-02-06,ATP250,3,Llodra M.,De Schepper K.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
Open Sud de France,2013-02-06,ATP250,3,Nieminen J.,Davydenko N.,6,3,7,6,0,0,0,0,0,0,2,0,13,9
Open Sud de France,2013-02-06,ATP250,3,Paire B.,Darcis S.,4,6,7,6,6,4,0,0,0,0,2,1,17,16
Open Sud de France,2013-02-07,ATP250,3,Hajek J.,Troicki V.,6,0,4,2,0,0,0,0,0,0,2,0,10,2
Open Sud de France,2013-02-07,ATP250,3,Simon G.,Brugues-Davi A.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
Open Sud de France,2013-02-07,ATP250,3,Stakhovsky S.,Ito T.,6,7,6,4,7,6,0,0,0,0,2,1,19,17
Open Sud de France,2013-02-07,ATP250,3,Llodra M.,Tipsarevic J.,6,3,7,6,0,0,0,0,0,0,2,0,13,9
Open Sud de France,2013-02-07,ATP250,3,Gasquet R.,Monfils G.,6,3,2,6,6,3,0,0,0,0,2,1,14,12
Open Sud de France,2013-02-07,ATP250,3,Benneteau J.,Hanescu V.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Open Sud de France,2013-02-08,ATP250,3,Llodra M.,Hajek J.,7,6,6,1,0,0,0,0,0,0,2,0,13,7
Open Sud de France,2013-02-08,ATP250,3,Nieminen J.,Stakhovsky S.,4,6,6,3,7,6,0,0,0,0,2,1,17,15
Open Sud de France,2013-02-08,ATP250,3,Paire B.,Simon G.,7,5,7,6,0,0,0,0,0,0,2,0,14,11
Open Sud de France,2013-02-08,ATP250,3,Gasquet R.,Benneteau J.,6,1,4,6,6,1,0,0,0,0,2,1,16,8
Open Sud de France,2013-02-09,ATP250,3,Paire B.,Llodra M.,4,6,6,3,6,1,0,0,0,0,2,1,16,10
Open Sud de France,2013-02-09,ATP250,3,Gasquet R.,Nieminen J.,6,3,3,6,6,2,0,0,0,0,2,1,15,11
Open Sud de France,2013-02-10,ATP250,3,Gasquet R.,Paire B.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
VTR Open,2013-02-04,ATP250,3,Giraldo S.,Alund M.,4,6,7,5,6,3,0,0,0,0,2,1,17,14
VTR Open,2013-02-04,ATP250,3,Volandri F.,Mayer L.,6,2,6,1,0,0,0,0,0,0,2,0,12,3
VTR Open,2013-02-05,ATP250,3,Garin C.,Lajovic D.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
VTR Open,2013-02-05,ATP250,3,Rufin G.,Ramirez-Hidalgo R.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
VTR Open,2013-02-05,ATP250,3,Berlocq C.,Kuznetsov An.,6,2,6,1,0,0,0,0,0,0,2,0,12,3
VTR Open,2013-02-05,ATP250,3,Delbonis F.,Pella G.,2,6,7,6,7,6,0,0,0,0,2,1,16,18
VTR Open,2013-02-05,ATP250,3,Robredo T.,Riba P.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
VTR Open,2013-02-05,ATP250,3,Zeballos H.,Schwartzman D.,1,6,6,2,6,2,0,0,0,0,2,1,13,10
VTR Open,2013-02-05,ATP250,3,Montanes A.,Massu N.,6,7,6,3,6,4,0,0,0,0,2,1,18,14
VTR Open,2013-02-06,ATP250,3,Gimeno-Traver D.,Sousa J.,6,4,4,6,6,1,0,0,0,0,2,1,16,11
VTR Open,2013-02-06,ATP250,3,Ramos A.,Dutra Silva R.,6,4,6,1,0,0,0,0,0,0,2,0,12,5
VTR Open,2013-02-06,ATP250,3,Lorenzi P.,Naso G.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
VTR Open,2013-02-06,ATP250,3,Rufin G.,Monaco J.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
VTR Open,2013-02-06,ATP250,3,Berlocq C.,Giraldo S.,7,5,4,6,6,4,0,0,0,0,2,1,17,15
VTR Open,2013-02-06,ATP250,3,Nadal R.,Delbonis F.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
VTR Open,2013-02-07,ATP250,3,Ramos A.,Volandri F.,6,7,6,3,7,5,0,0,0,0,2,1,19,15
VTR Open,2013-02-07,ATP250,3,Zeballos H.,Andujar P.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
VTR Open,2013-02-07,ATP250,3,Lorenzi P.,Robredo T.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
VTR Open,2013-02-07,ATP250,3,Gimeno-Traver D.,Montanes A.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
VTR Open,2013-02-07,ATP250,3,Chardy J.,Garin C.,4,6,6,3,6,2,0,0,0,0,2,1,16,11
VTR Open,2013-02-08,ATP250,3,Berlocq C.,Rufin G.,0,0,0,0,0,0,0,0,0,0,2,0,0,0
VTR Open,2013-02-08,ATP250,3,Zeballos H.,Ramos A.,6,1,5,7,7,6,0,0,0,0,2,1,18,14
VTR Open,2013-02-08,ATP250,3,Nadal R.,Gimeno-Traver D.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
VTR Open,2013-02-08,ATP250,3,Chardy J.,Lorenzi P.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
VTR Open,2013-02-09,ATP250,3,Zeballos H.,Berlocq C.,6,3,7,6,0,0,0,0,0,0,2,0,13,9
VTR Open,2013-02-10,ATP250,3,Nadal R.,Chardy J.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
VTR Open,2013-02-10,ATP250,3,Zeballos H.,Nadal R.,6,7,7,6,6,4,0,0,0,0,2,1,19,17
PBZ Zagreb Indoors,2013-02-05,ATP250,3,Klizan M.,Viola M.,4,6,7,6,6,1,0,0,0,0,2,1,17,13
PBZ Zagreb Indoors,2013-02-05,ATP250,3,Devvarman S.,Berrer M.,0,6,7,6,4,1,0,0,0,0,2,1,11,13
PBZ Zagreb Indoors,2013-02-05,ATP250,3,Sijsling I.,Mektic N.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
PBZ Zagreb Indoors,2013-02-05,ATP250,3,Kavcic B.,Bedene A.,6,7,6,3,6,3,0,0,0,0,2,1,18,13
PBZ Zagreb Indoors,2013-02-05,ATP250,3,Petzschner P.,Pavic M.,7,5,6,2,0,0,0,0,0,0,2,0,13,7
PBZ Zagreb Indoors,2013-02-05,ATP250,3,Zemlja G.,Bozoljac I.,6,7,7,6,6,2,0,0,0,0,2,1,19,15
PBZ Zagreb Indoors,2013-02-05,ATP250,3,Karlovic I.,Dimitrov G.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
PBZ Zagreb Indoors,2013-02-05,ATP250,3,Rosol L.,Veger F.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
PBZ Zagreb Indoors,2013-02-06,ATP250,3,Cipolla F.,Lacko L.,1,1,0,0,0,0,0,0,0,0,2,0,1,1
PBZ Zagreb Indoors,2013-02-06,ATP250,3,Haase R.,Veic A.,2,6,6,3,6,3,0,0,0,0,2,1,14,12
PBZ Zagreb Indoors,2013-02-06,ATP250,3,Baghdatis M.,Kamke T.,6,7,6,2,6,4,0,0,0,0,2,1,18,13
PBZ Zagreb Indoors,2013-02-06,ATP250,3,Dodig I.,Becker B.,6,2,7,6,0,0,0,0,0,0,2,0,13,8
PBZ Zagreb Indoors,2013-02-06,ATP250,3,Youzhny M.,Sijsling I.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
PBZ Zagreb Indoors,2013-02-07,ATP250,3,Haase R.,Klizan M.,6,2,4,6,6,4,0,0,0,0,2,1,16,12
PBZ Zagreb Indoors,2013-02-07,ATP250,3,Melzer J.,Devvarman S.,1,6,7,6,6,2,0,0,0,0,2,1,14,14
PBZ Zagreb Indoors,2013-02-07,ATP250,3,Kavcic B.,Baghdatis M.,3,6,7,6,6,4,0,0,0,0,2,1,16,16
PBZ Zagreb Indoors,2013-02-07,ATP250,3,Rosol L.,Cipolla F.,6,4,2,6,6,3,0,0,0,0,2,1,14,13
PBZ Zagreb Indoors,2013-02-07,ATP250,3,Petzschner P.,Marcan D.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
PBZ Zagreb Indoors,2013-02-07,ATP250,3,Cilic M.,Zemlja G.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
PBZ Zagreb Indoors,2013-02-07,ATP250,3,Dodig I.,Karlovic I.,7,6,6,7,6,3,0,0,0,0,2,1,19,16
PBZ Zagreb Indoors,2013-02-08,ATP250,3,Melzer J.,Rosol L.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
PBZ Zagreb Indoors,2013-02-08,ATP250,3,Haase R.,Petzschner P.,6,4,3,6,6,0,0,0,0,0,2,1,15,10
PBZ Zagreb Indoors,2013-02-08,ATP250,3,Youzhny M.,Dodig I.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
PBZ Zagreb Indoors,2013-02-08,ATP250,3,Cilic M.,Kavcic B.,6,3,7,6,0,0,0,0,0,0,2,0,13,9
PBZ Zagreb Indoors,2013-02-09,ATP250,3,Melzer J.,Haase R.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
PBZ Zagreb Indoors,2013-02-09,ATP250,3,Cilic M.,Youzhny M.,4,6,6,4,6,3,0,0,0,0,2,1,16,13
PBZ Zagreb Indoors,2013-02-10,ATP250,3,Cilic M.,Melzer J.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
ABN AMRO World Tennis Tournament,2013-02-11,ATP500,3,Hanescu V.,Janowicz J.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
ABN AMRO World Tennis Tournament,2013-02-11,ATP500,3,Klizan M.,Mathieu P.H.,6,4,3,6,7,5,0,0,0,0,2,1,16,15
ABN AMRO World Tennis Tournament,2013-02-11,ATP500,3,Viola M.,Granollers M.,5,7,6,3,6,1,0,0,0,0,2,1,17,11
ABN AMRO World Tennis Tournament,2013-02-11,ATP500,3,Simon G.,Brands D.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
ABN AMRO World Tennis Tournament,2013-02-11,ATP500,3,Dimitrov G.,Tomic B.,6,3,3,6,6,3,0,0,0,0,2,1,15,12
ABN AMRO World Tennis Tournament,2013-02-11,ATP500,3,Sijsling I.,Tsonga J.W.,7,6,4,6,6,4,0,0,0,0,2,1,17,16
ABN AMRO World Tennis Tournament,2013-02-11,ATP500,3,Davydenko N.,Mayer F.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
ABN AMRO World Tennis Tournament,2013-02-12,ATP500,3,De Bakker T.,Youzhny M.,3,6,7,6,4,1,0,0,0,0,2,1,14,13
ABN AMRO World Tennis Tournament,2013-02-12,ATP500,3,Benneteau J.,Kamke T.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
ABN AMRO World Tennis Tournament,2013-02-12,ATP500,3,Gulbis E.,Haase R.,6,2,6,1,0,0,0,0,0,0,2,0,12,3
ABN AMRO World Tennis Tournament,2013-02-12,ATP500,3,Del Potro J.M.,Monfils G.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
ABN AMRO World Tennis Tournament,2013-02-12,ATP500,3,Nieminen J.,Goffin D.,6,0,6,0,0,0,0,0,0,0,2,0,12,0
ABN AMRO World Tennis Tournament,2013-02-13,ATP500,3,Bachinger M.,Seppi A.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
ABN AMRO World Tennis Tournament,2013-02-13,ATP500,3,Gasquet R.,Troicki V.,7,6,6,1,0,0,0,0,0,0,2,0,13,7
ABN AMRO World Tennis Tournament,2013-02-13,ATP500,3,Baghdatis M.,Paire B.,6,0,6,7,4,0,0,0,0,0,2,1,16,7
ABN AMRO World Tennis Tournament,2013-02-13,ATP500,3,Federer R.,Zemlja G.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
ABN AMRO World Tennis Tournament,2013-02-13,ATP500,3,Simon G.,Viola M.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
ABN AMRO World Tennis Tournament,2013-02-13,ATP500,3,Benneteau J.,Hanescu V.,6,1,6,3,0,0,0,0,0,0,2,0,12,4
ABN AMRO World Tennis Tournament,2013-02-13,ATP500,3,Dimitrov G.,Davydenko N.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
ABN AMRO World Tennis Tournament,2013-02-14,ATP500,3,Nieminen J.,Bachinger M.,6,3,5,7,6,3,0,0,0,0,2,1,17,13
ABN AMRO World Tennis Tournament,2013-02-14,ATP500,3,Baghdatis M.,Gasquet R.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
ABN AMRO World Tennis Tournament,2013-02-14,ATP500,3,Del Potro J.M.,Gulbis E.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
ABN AMRO World Tennis Tournament,2013-02-14,ATP500,3,Federer R.,De Bakker T.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
ABN AMRO World Tennis Tournament,2013-02-14,ATP500,3,Klizan M.,Sijsling I.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
ABN AMRO World Tennis Tournament,2013-02-15,ATP500,3,Dimitrov G.,Baghdatis M.,6,7,7,6,6,3,0,0,0,0,2,1,19,16
ABN AMRO World Tennis Tournament,2013-02-15,ATP500,3,Del Potro J.M.,Nieminen J.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
ABN AMRO World Tennis Tournament,2013-02-15,ATP500,3,Benneteau J.,Federer R.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
ABN AMRO World Tennis Tournament,2013-02-15,ATP500,3,Simon G.,Klizan M.,6,7,6,3,3,0,0,0,0,0,2,1,15,10
ABN AMRO World Tennis Tournament,2013-02-16,ATP500,3,Del Potro J.M.,Dimitrov G.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
ABN AMRO World Tennis Tournament,2013-02-16,ATP500,3,Benneteau J.,Simon G.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
ABN AMRO World Tennis Tournament,2013-02-17,ATP500,3,Del Potro J.M.,Benneteau J.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
SAP Open,2013-02-12,ATP250,3,Malisse X.,Soeda G.,6,4,3,6,6,3,0,0,0,0,2,1,15,13
SAP Open,2013-02-12,ATP250,3,Levine J.,Klahn B.,7,5,6,2,0,0,0,0,0,0,2,0,13,7
SAP Open,2013-02-12,ATP250,3,Pospisil V.,Donskoy E.,7,5,6,1,0,0,0,0,0,0,2,0,13,6
SAP Open,2013-02-12,ATP250,3,Hewitt L.,Kavcic B.,3,6,6,4,7,6,0,0,0,0,2,1,16,16
SAP Open,2013-02-12,ATP250,3,Becker B.,Harrison R.,6,7,7,5,6,3,0,0,0,0,2,1,19,15
SAP Open,2013-02-13,ATP250,3,Matosevic M.,Sock J.,7,6,6,1,0,0,0,0,0,0,2,0,13,7
SAP Open,2013-02-13,ATP250,3,Istomin D.,Sweeting R.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
SAP Open,2013-02-13,ATP250,3,Smyczek T.,Verdasco F.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
SAP Open,2013-02-13,ATP250,3,Falla A.,Cipolla F.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
SAP Open,2013-02-13,ATP250,3,Ebden M.,De Voest R.,6,2,7,5,0,0,0,0,0,0,2,0,13,7
SAP Open,2013-02-13,ATP250,3,Russell M.,Young D.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
SAP Open,2013-02-14,ATP250,3,Johnson S.,Karlovic I.,6,7,6,4,7,6,0,0,0,0,2,1,19,17
SAP Open,2013-02-14,ATP250,3,Isner J.,Pospisil V.,7,6,2,6,6,3,0,0,0,0,2,1,15,15
SAP Open,2013-02-14,ATP250,3,Haas T.,Levine J.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
SAP Open,2013-02-14,ATP250,3,Istomin D.,Becker B.,6,3,6,7,6,2,0,0,0,0,2,1,18,12
SAP Open,2013-02-14,ATP250,3,Falla A.,Matosevic M.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
SAP Open,2013-02-14,ATP250,3,Malisse X.,Ebden M.,5,7,7,5,7,6,0,0,0,0,2,1,19,18
SAP Open,2013-02-15,ATP250,3,Johnson S.,Smyczek T.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
SAP Open,2013-02-15,ATP250,3,Querrey S.,Hewitt L.,7,6,1,6,7,6,0,0,0,0,2,1,15,18
SAP Open,2013-02-15,ATP250,3,Raonic M.,Russell M.,6,2,7,5,0,0,0,0,0,0,2,0,13,7
SAP Open,2013-02-15,ATP250,3,Haas T.,Johnson S.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
SAP Open,2013-02-15,ATP250,3,Isner J.,Malisse X.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
SAP Open,2013-02-16,ATP250,3,Raonic M.,Istomin D.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
SAP Open,2013-02-16,ATP250,3,Querrey S.,Falla A.,6,3,4,6,7,5,0,0,0,0,2,1,17,14
SAP Open,2013-02-16,ATP250,3,Haas T.,Isner J.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
SAP Open,2013-02-17,ATP250,3,Raonic M.,Querrey S.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
SAP Open,2013-02-17,ATP250,3,Raonic M.,Haas T.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Brasil Open,2013-02-11,ATP250,3,Andujar P.,Giraldo S.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Brasil Open,2013-02-11,ATP250,3,Alund M.,Mello R.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Brasil Open,2013-02-11,ATP250,3,Bolelli S.,Robredo T.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
Brasil Open,2013-02-12,ATP250,3,Pella G.,Fognini F.,7,6,1,6,6,1,0,0,0,0,2,1,14,13
Brasil Open,2013-02-12,ATP250,3,Berlocq C.,Kuznetsov An.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Brasil Open,2013-02-12,ATP250,3,Ramos A.,Garcia-Lopez G.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
Brasil Open,2013-02-12,ATP250,3,Volandri F.,Gimeno-Traver D.,6,3,3,6,7,6,0,0,0,0,2,1,16,15
Brasil Open,2013-02-12,ATP250,3,Bellucci T.,Clezar G.,7,6,5,7,7,6,0,0,0,0,2,1,19,19
Brasil Open,2013-02-13,ATP250,3,Montanes A.,Lorenzi P.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Brasil Open,2013-02-13,ATP250,3,Souza J.,Ramirez-Hidalgo R.,7,6,0,0,0,0,0,0,0,0,2,0,7,6
Brasil Open,2013-02-13,ATP250,3,Capdeville P.,Zeballos H.,6,7,6,0,3,0,0,0,0,0,2,1,15,7
Brasil Open,2013-02-13,ATP250,3,Nalbandian D.,Aguilar J.,7,5,5,7,6,3,0,0,0,0,2,1,18,15
Brasil Open,2013-02-13,ATP250,3,Alund M.,Chardy J.,6,4,4,6,7,6,0,0,0,0,2,1,17,16
Brasil Open,2013-02-14,ATP250,3,Bolelli S.,Monaco J.,7,5,6,2,0,0,0,0,0,0,2,0,13,7
Brasil Open,2013-02-14,ATP250,3,Berlocq C.,Ramos A.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
