season,Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
2023,90.0,Jeimer Candelario#,29.0,WSN,NL,3.1,99.0,419.0,368.0,57.0,95.0,30.0,2.0,16.0,53.0,6.0,1.0,36.0,88.0,0.258,0.342,0.481,0.823,126.0,0.36,129.0,177.0,10.0,12.0,0.0,2.0,1.0,5/D,
2023,90.0,Jeimer Candelario#,29.0,CHC,NL,0.2,41.0,157.0,137.0,20.0,32.0,9.0,1.0,6.0,17.0,2.0,0.0,17.0,39.0,0.234,0.318,0.445,0.764,108.0,0.334,107.0,61.0,1.0,1.0,0.0,2.0,0.0,35/DH,
2023,91.0,Isaac Paredes,24.0,TBR,AL,4.2,143.0,571.0,492.0,71.0,123.0,24.0,0.0,31.0,98.0,1.0,0.0,58.0,104.0,0.25,0.352,0.488,0.84,130.0,0.367,135.0,240.0,11.0,20.0,0.0,1.0,0.0,*534/HD6,MVP-18
2023,92.0,Cal Raleigh#,26.0,SEA,AL,3.4,145.0,569.0,513.0,78.0,119.0,23.0,1.0,30.0,75.0,0.0,0.0,54.0,158.0,0.232,0.306,0.456,0.762,114.0,0.331,116.0,234.0,6.0,1.0,0.0,1.0,1.0,*2HD,MVP-18
2023,93.0,James Outman*,26.0,LAD,NL,3.4,151.0,567.0,483.0,86.0,120.0,16.0,3.0,23.0,70.0,16.0,3.0,68.0,181.0,0.248,0.353,0.437,0.79,114.0,0.349,114.0,211.0,4.0,12.0,0.0,4.0,1.0,*87/H9D,ROY-3
2023,94.0,Austin Hays,27.0,BAL,AL,2.5,144.0,566.0,520.0,76.0,143.0,36.0,2.0,16.0,67.0,5.0,1.0,38.0,141.0,0.275,0.325,0.444,0.769,114.0,0.33,111.0,231.0,11.0,3.0,0.0,5.0,1.0,*7/89HD,AS
2023,95.0,DJ LeMahieu,34.0,NYY,AL,1.3,136.0,562.0,497.0,55.0,121.0,22.0,3.0,15.0,44.0,2.0,2.0,60.0,125.0,0.243,0.327,0.39,0.718,96.0,0.315,96.0,194.0,14.0,3.0,0.0,2.0,2.0,53/4HD,
2023,96.0,Keibert Ruiz#,24.0,WSN,NL,1.4,136.0,562.0,523.0,55.0,136.0,24.0,0.0,18.0,67.0,1.0,1.0,31.0,58.0,0.26,0.308,0.409,0.717,98.0,0.314,98.0,214.0,13.0,6.0,0.0,2.0,1.0,*2D/H,
2023,97.0,Cody Bellinger*,27.0,CHC,NL,4.8,130.0,556.0,499.0,95.0,153.0,29.0,1.0,26.0,97.0,20.0,6.0,40.0,87.0,0.307,0.356,0.525,0.881,139.0,0.382,141.0,262.0,7.0,5.0,0.0,12.0,3.0,83/DH,"MVP-10,SS"
2023,98.0,TJ Friedl*,27.0,CIN,NL,3.6,138.0,556.0,488.0,73.0,136.0,22.0,8.0,18.0,66.0,27.0,6.0,47.0,90.0,0.279,0.352,0.467,0.819,117.0,0.363,119.0,228.0,0.0,10.0,8.0,3.0,1.0,*87H/9D,MVP-23
2023,99.0,Trent Grisham*,26.0,SDP,NL,1.8,153.0,555.0,469.0,67.0,93.0,31.0,1.0,13.0,50.0,15.0,3.0,75.0,154.0,0.198,0.315,0.352,0.666,84.0,0.309,89.0,165.0,7.0,5.0,4.0,1.0,0.0,*8/H,
2023,100.0,Will Smith,28.0,LAD,NL,4.1,126.0,554.0,464.0,80.0,121.0,21.0,2.0,19.0,76.0,3.0,0.0,63.0,89.0,0.261,0.359,0.438,0.797,116.0,0.349,116.0,203.0,8.0,15.0,0.0,12.0,2.0,*2D/H,AS
2023,101.0,Leody Taveras#,24.0,TEX,AL,2.9,143.0,554.0,511.0,67.0,136.0,31.0,3.0,14.0,67.0,14.0,4.0,35.0,117.0,0.266,0.312,0.421,0.733,101.0,0.321,100.0,215.0,3.0,1.0,3.0,4.0,0.0,*8/HD,
2023,102.0,Hunter Renfroe,31.0,2TM,2LG,-0.5,140.0,548.0,498.0,60.0,116.0,31.0,0.0,20.0,60.0,0.0,0.0,44.0,125.0,0.233,0.297,0.416,0.713,92.0,0.311,91.0,207.0,15.0,3.0,0.0,3.0,0.0,*9H/D3,
2023,102.0,Hunter Renfroe,31.0,LAA,AL,0.1,126.0,504.0,459.0,56.0,111.0,31.0,0.0,19.0,56.0,0.0,0.0,39.0,113.0,0.242,0.304,0.434,0.737,99.0,0.321,98.0,199.0,15.0,3.0,0.0,3.0,0.0,*9/H3,
2023,102.0,Hunter Renfroe,31.0,CIN,NL,-0.6,14.0,44.0,39.0,4.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,12.0,0.128,0.227,0.205,0.432,17.0,0.206,10.0,8.0,0.0,0.0,0.0,0.0,0.0,/D9H,
2023,103.0,Javier Báez,30.0,DET,AL,0.8,136.0,547.0,510.0,58.0,113.0,18.0,4.0,9.0,59.0,12.0,0.0,24.0,125.0,0.222,0.267,0.325,0.593,63.0,0.275,65.0,166.0,12.0,9.0,0.0,3.0,0.0,*6/DH,
2023,104.0,J.D. Davis,30.0,SFG,NL,0.9,144.0,546.0,480.0,61.0,119.0,23.0,1.0,18.0,69.0,1.0,0.0,52.0,152.0,0.248,0.325,0.413,0.738,104.0,0.326,106.0,198.0,16.0,6.0,0.0,6.0,0.0,*5H3D,
2023,105.0,Bryce Harper*,30.0,PHI,NL,3.6,126.0,546.0,457.0,84.0,134.0,29.0,1.0,21.0,72.0,11.0,3.0,80.0,119.0,0.293,0.401,0.499,0.9,145.0,0.387,144.0,228.0,10.0,5.0,0.0,4.0,8.0,D3/H,"MVP-12,SS"
2023,106.0,Amed Rosario,27.0,2TM,2LG,0.4,142.0,545.0,510.0,70.0,134.0,25.0,8.0,6.0,58.0,15.0,2.0,29.0,99.0,0.263,0.305,0.378,0.683,87.0,0.304,85.0,193.0,15.0,3.0,0.0,3.0,0.0,64H/D,
2023,106.0,Amed Rosario,27.0,CLE,AL,-0.3,94.0,412.0,385.0,51.0,102.0,19.0,6.0,3.0,40.0,9.0,0.0,22.0,77.0,0.265,0.306,0.369,0.675,86.0,0.299,82.0,142.0,11.0,2.0,0.0,3.0,0.0,6/HD,
2023,106.0,Amed Rosario,27.0,LAD,NL,0.8,48.0,133.0,125.0,19.0,32.0,6.0,2.0,3.0,18.0,6.0,2.0,7.0,22.0,0.256,0.301,0.408,0.709,91.0,0.319,93.0,51.0,4.0,1.0,0.0,0.0,0.0,46H/D,
2023,107.0,J.T. Realmuto,32.0,PHI,NL,3.5,135.0,540.0,489.0,70.0,123.0,28.0,5.0,20.0,63.0,16.0,5.0,35.0,138.0,0.252,0.31,0.452,0.762,105.0,0.339,109.0,221.0,10.0,9.0,0.0,5.0,3.0,*2/H,
2023,108.0,Jake Burger,27.0,2TM,2LG,2.5,141.0,540.0,492.0,71.0,123.0,28.0,1.0,34.0,80.0,1.0,1.0,32.0,149.0,0.25,0.309,0.518,0.828,119.0,0.354,121.0,255.0,4.0,12.0,0.0,4.0,0.0,5D/H34,
2023,108.0,Jake Burger,27.0,CHW,AL,1.4,88.0,323.0,294.0,44.0,63.0,15.0,1.0,25.0,52.0,1.0,1.0,22.0,102.0,0.214,0.279,0.527,0.806,115.0,0.344,117.0,155.0,3.0,5.0,0.0,2.0,0.0,5D/H34,
2023,108.0,Jake Burger,27.0,MIA,NL,1.0,53.0,217.0,198.0,27.0,60.0,13.0,0.0,9.0,28.0,0.0,0.0,10.0,47.0,0.303,0.355,0.505,0.86,125.0,0.37,126.0,100.0,1.0,7.0,0.0,2.0,0.0,5/D,
2023,109.0,Michael Harris II*,22.0,ATL,NL,3.5,138.0,539.0,505.0,76.0,148.0,33.0,3.0,18.0,57.0,20.0,4.0,25.0,101.0,0.293,0.331,0.477,0.808,116.0,0.351,114.0,241.0,8.0,5.0,1.0,3.0,1.0,*8/H,
2023,110.0,Corey Seager*,29.0,TEX,AL,7.2,119.0,536.0,477.0,88.0,156.0,42.0,0.0,33.0,96.0,2.0,1.0,49.0,88.0,0.327,0.39,0.623,1.013,174.0,0.419,172.0,297.0,9.0,4.0,0.0,6.0,9.0,*6/D,"AS,MVP-2,SS"
2023,111.0,Jack Suwinski*,24.0,PIT,NL,2.1,144.0,534.0,447.0,63.0,100.0,21.0,2.0,26.0,74.0,13.0,2.0,75.0,172.0,0.224,0.339,0.454,0.793,113.0,0.349,113.0,203.0,2.0,6.0,0.0,6.0,2.0,*897H/D,
2023,112.0,Orlando Arcia,28.0,ATL,NL,1.7,139.0,533.0,488.0,66.0,129.0,25.0,0.0,17.0,65.0,1.0,0.0,39.0,102.0,0.264,0.321,0.42,0.741,99.0,0.325,98.0,205.0,14.0,3.0,0.0,3.0,0.0,*6/H,AS
2023,113.0,Thairo Estrada,27.0,SFG,NL,2.5,120.0,530.0,495.0,63.0,134.0,26.0,2.0,14.0,49.0,23.0,7.0,22.0,120.0,0.271,0.315,0.416,0.731,102.0,0.325,103.0,206.0,10.0,11.0,0.0,2.0,1.0,46/7D,
2023,114.0,Matt Vierling,26.0,DET,AL,1.5,134.0,530.0,479.0,63.0,125.0,21.0,5.0,10.0,44.0,6.0,6.0,44.0,112.0,0.261,0.329,0.388,0.717,98.0,0.316,100.0,186.0,8.0,5.0,1.0,1.0,1.0,*9758H/4,
2023,115.0,Jonathan India,26.0,CIN,NL,1.3,119.0,529.0,454.0,78.0,111.0,23.0,0.0,17.0,61.0,14.0,2.0,52.0,109.0,0.244,0.338,0.407,0.746,98.0,0.337,101.0,185.0,13.0,16.0,0.0,7.0,0.0,4D/H,
2023,116.0,Tommy Edman#,28.0,STL,NL,2.1,137.0,528.0,479.0,69.0,119.0,25.0,4.0,13.0,47.0,27.0,4.0,35.0,84.0,0.248,0.307,0.399,0.705,91.0,0.319,90.0,191.0,9.0,7.0,3.0,4.0,1.0,468/9H,
2023,117.0,Elias Díaz,32.0,COL,NL,1.5,141.0,526.0,486.0,48.0,130.0,25.0,1.0,14.0,72.0,1.0,0.0,34.0,118.0,0.267,0.316,0.409,0.725,87.0,0.323,88.0,199.0,12.0,2.0,0.0,4.0,0.0,*2H/D,AS
2023,118.0,Brent Rooker,28.0,OAK,AL,2.0,137.0,526.0,463.0,61.0,114.0,20.0,1.0,30.0,69.0,4.0,0.0,49.0,172.0,0.246,0.329,0.488,0.817,127.0,0.351,127.0,226.0,11.0,10.0,0.0,4.0,1.0,D97H,AS
2023,119.0,Ke'Bryan Hayes,26.0,PIT,NL,3.9,124.0,525.0,494.0,65.0,134.0,31.0,7.0,15.0,61.0,10.0,6.0,28.0,104.0,0.271,0.309,0.453,0.762,103.0,0.324,99.0,224.0,11.0,0.0,0.0,3.0,1.0,*5/DH,GG
2023,120.0,Tim Anderson,30.0,CHW,AL,-1.8,123.0,524.0,493.0,52.0,121.0,18.0,2.0,1.0,25.0,13.0,2.0,26.0,122.0,0.245,0.286,0.296,0.582,62.0,0.263,56.0,146.0,15.0,3.0,0.0,2.0,0.0,*6/H4,
2023,121.0,Brandon Drury,30.0,LAA,AL,2.0,125.0,523.0,485.0,61.0,127.0,30.0,3.0,26.0,83.0,0.0,2.0,25.0,136.0,0.262,0.306,0.497,0.803,114.0,0.339,113.0,241.0,14.0,8.0,0.0,5.0,0.0,43/DH,
2023,122.0,Jake Cronenworth*,29.0,SDP,NL,0.8,127.0,522.0,458.0,54.0,105.0,24.0,7.0,10.0,48.0,6.0,1.0,46.0,97.0,0.229,0.312,0.378,0.689,89.0,0.306,88.0,173.0,8.0,11.0,1.0,5.0,2.0,34/H,
2023,123.0,Jurickson Profar#,30.0,2TM,NL,-1.2,125.0,521.0,459.0,55.0,111.0,27.0,2.0,9.0,46.0,1.0,0.0,50.0,90.0,0.242,0.321,0.368,0.689,81.0,0.307,78.0,169.0,11.0,6.0,0.0,5.0,0.0,7DH/394,
2023,123.0,Jurickson Profar#,30.0,COL,NL,-1.6,111.0,472.0,415.0,51.0,98.0,25.0,2.0,8.0,39.0,1.0,0.0,45.0,86.0,0.236,0.316,0.364,0.68,77.0,0.304,74.0,151.0,9.0,6.0,0.0,5.0,0.0,7D/H,
2023,123.0,Jurickson Profar#,30.0,SDP,NL,0.4,14.0,49.0,44.0,4.0,13.0,2.0,0.0,1.0,7.0,0.0,0.0,5.0,4.0,0.295,0.367,0.409,0.776,115.0,0.343,116.0,18.0,2.0,0.0,0.0,0.0,0.0,/73H94D,
2023,124.0,LaMonte Wade Jr.*,29.0,SFG,NL,2.8,135.0,519.0,429.0,64.0,110.0,14.0,2.0,17.0,45.0,2.0,0.0,76.0,95.0,0.256,0.373,0.417,0.79,120.0,0.355,126.0,179.0,4.0,6.0,4.0,4.0,3.0,*3H7/9D8,
2023,125.0,Zach McKinstry*,28.0,DET,AL,1.3,148.0,518.0,464.0,60.0,107.0,21.0,4.0,9.0,35.0,16.0,6.0,44.0,113.0,0.231,0.302,0.351,0.654,81.0,0.296,83.0,163.0,3.0,5.0,2.0,3.0,0.0,549H67/8D1,
2023,126.0,Myles Straw,28.0,CLE,AL,0.9,147.0,518.0,462.0,52.0,110.0,18.0,3.0,1.0,29.0,20.0,6.0,42.0,97.0,0.238,0.301,0.297,0.597,67.0,0.275,66.0,137.0,10.0,2.0,6.0,6.0,0.0,*8/H,
2023,127.0,Tyler Stephenson,26.0,CIN,NL,0.6,142.0,517.0,465.0,59.0,113.0,20.0,2.0,13.0,56.0,0.0,1.0,47.0,135.0,0.243,0.317,0.378,0.696,85.0,0.318,91.0,176.0,16.0,4.0,0.0,1.0,2.0,2DH/3,
2023,128.0,Eddie Rosario*,31.0,ATL,NL,1.2,142.0,516.0,478.0,64.0,122.0,24.0,3.0,21.0,74.0,3.0,4.0,34.0,122.0,0.255,0.305,0.45,0.755,101.0,0.324,100.0,215.0,13.0,1.0,1.0,2.0,1.0,*7DH,
2023,129.0,Maikel Garcia,23.0,KCR,AL,1.1,123.0,515.0,464.0,59.0,126.0,20.0,4.0,4.0,50.0,23.0,7.0,38.0,115.0,0.272,0.323,0.358,0.681,86.0,0.305,85.0,166.0,9.0,2.0,1.0,10.0,0.0,56/D4H,
2023,130.0,Josh Jung,25.0,TEX,AL,2.6,122.0,515.0,478.0,75.0,127.0,25.0,1.0,23.0,70.0,1.0,3.0,30.0,151.0,0.266,0.315,0.467,0.781,113.0,0.334,112.0,223.0,7.0,5.0,0.0,2.0,0.0,*5/H,"AS,ROY-4"
2023,131.0,Kiké Hernández,31.0,2TM,2LG,-0.1,140.0,508.0,465.0,57.0,110.0,23.0,0.0,11.0,61.0,4.0,1.0,34.0,97.0,0.237,0.289,0.357,0.646,74.0,0.285,70.0,166.0,17.0,3.0,0.0,6.0,1.0,648573H/9,
2023,131.0,Kiké Hernández,31.0,BOS,AL,-0.6,86.0,323.0,297.0,38.0,66.0,11.0,0.0,6.0,31.0,3.0,1.0,22.0,68.0,0.222,0.279,0.32,0.599,62.0,0.268,57.0,95.0,11.0,2.0,0.0,2.0,0.0,648/H,
2023,131.0,Kiké Hernández,31.0,LAD,NL,0.5,54.0,185.0,168.0,19.0,44.0,12.0,0.0,5.0,30.0,1.0,0.0,12.0,29.0,0.262,0.308,0.423,0.731,97.0,0.315,92.0,71.0,6.0,1.0,0.0,4.0,1.0,45736/8H9,
2023,132.0,Mark Canha,34.0,2TM,NL,2.2,139.0,507.0,435.0,51.0,114.0,25.0,1.0,11.0,62.0,11.0,1.0,49.0,79.0,0.262,0.355,0.4,0.755,108.0,0.34,111.0,174.0,11.0,17.0,0.0,6.0,1.0,7D93H/5,
2023,132.0,Mark Canha,34.0,NYM,NL,1.2,89.0,303.0,257.0,28.0,63.0,15.0,1.0,6.0,29.0,7.0,0.0,32.0,52.0,0.245,0.343,0.381,0.725,101.0,0.33,103.0,98.0,8.0,9.0,0.0,5.0,0.0,7D39H/5,
2023,132.0,Mark Canha,34.0,MIL,NL,1.0,50.0,204.0,178.0,23.0,51.0,10.0,0.0,5.0,33.0,4.0,1.0,17.0,27.0,0.287,0.373,0.427,0.8,119.0,0.356,122.0,76.0,3.0,8.0,0.0,1.0,1.0,D79/3H,
2023,133.0,Lars Nootbaar*,25.0,STL,NL,3.3,117.0,503.0,426.0,74.0,111.0,23.0,1.0,14.0,46.0,11.0,1.0,72.0,99.0,0.261,0.367,0.418,0.784,114.0,0.354,118.0,178.0,7.0,1.0,1.0,3.0,2.0,*897/HD,
2023,134.0,Triston Casas*,23.0,BOS,AL,2.2,132.0,502.0,429.0,66.0,113.0,21.0,2.0,24.0,65.0,0.0,0.0,70.0,126.0,0.263,0.367,0.49,0.856,129.0,0.369,130.0,210.0,7.0,1.0,0.0,2.0,2.0,*3H/D,ROY-3
2023,135.0,Jonah Heim#,28.0,TEX,AL,3.1,131.0,501.0,457.0,61.0,118.0,28.0,0.0,18.0,95.0,2.0,0.0,40.0,96.0,0.258,0.317,0.438,0.755,106.0,0.329,107.0,200.0,10.0,1.0,0.0,3.0,2.0,*2/DH,"AS,GG"
2023,136.0,Josh Lowe*,25.0,TBR,AL,3.7,135.0,501.0,466.0,71.0,136.0,33.0,2.0,20.0,83.0,32.0,3.0,31.0,124.0,0.292,0.335,0.5,0.835,128.0,0.37,129.0,233.0,6.0,1.0,0.0,3.0,2.0,9DH8/7,
2023,137.0,Esteury Ruiz,24.0,OAK,AL,-0.3,132.0,497.0,449.0,47.0,114.0,24.0,1.0,5.0,47.0,67.0,13.0,20.0,99.0,0.254,0.309,0.345,0.654,85.0,0.309,85.0,155.0,7.0,16.0,4.0,1.0,1.0,*87H9/D,
2023,138.0,Yordan Alvarez*,26.0,HOU,AL,4.5,114.0,496.0,410.0,77.0,120.0,24.0,1.0,31.0,97.0,0.0,0.0,69.0,92.0,0.293,0.407,0.583,0.99,170.0,0.419,172.0,239.0,7.0,13.0,0.0,4.0,5.0,D7/H,"AS,MVP-13"
2023,139.0,Willson Contreras,31.0,STL,NL,3.3,125.0,495.0,428.0,55.0,113.0,27.0,0.0,20.0,67.0,6.0,3.0,51.0,111.0,0.264,0.358,0.467,0.826,123.0,0.368,131.0,200.0,12.0,13.0,1.0,2.0,0.0,2D/H,
2023,140.0,Josh Naylor*,26.0,CLE,AL,2.3,121.0,495.0,452.0,52.0,139.0,31.0,0.0,17.0,97.0,10.0,3.0,33.0,68.0,0.308,0.354,0.489,0.842,130.0,0.357,127.0,221.0,11.0,3.0,0.0,7.0,9.0,3D/H9,MVP-22
2023,141.0,Ryan Noda*,27.0,OAK,AL,2.2,128.0,495.0,406.0,63.0,93.0,22.0,1.0,16.0,54.0,3.0,1.0,77.0,170.0,0.229,0.364,0.406,0.77,118.0,0.34,120.0,165.0,4.0,10.0,0.0,2.0,1.0,*3H/9D7,
2023,142.0,Geraldo Perdomo#,23.0,ARI,NL,2.0,144.0,495.0,407.0,71.0,100.0,20.0,4.0,6.0,47.0,16.0,4.0,64.0,86.0,0.246,0.353,0.359,0.712,95.0,0.323,96.0,146.0,2.0,6.0,14.0,4.0,1.0,*645H,AS
2023,143.0,Mauricio Dubón,28.0,HOU,AL,2.7,132.0,492.0,467.0,76.0,130.0,26.0,3.0,10.0,46.0,7.0,2.0,19.0,70.0,0.278,0.309,0.411,0.72,97.0,0.324,103.0,192.0,10.0,3.0,0.0,3.0,0.0,48H/67395,GG
2023,144.0,Wander Franco#,22.0,TBR,AL,5.4,112.0,491.0,442.0,65.0,124.0,23.0,6.0,17.0,58.0,30.0,10.0,42.0,69.0,0.281,0.344,0.475,0.819,125.0,0.367,132.0,210.0,18.0,3.0,0.0,4.0,3.0,*6/HD,AS
2023,145.0,Max Kepler*,30.0,MIN,AL,2.8,130.0,491.0,438.0,72.0,114.0,22.0,2.0,24.0,66.0,1.0,1.0,45.0,106.0,0.26,0.332,0.484,0.816,120.0,0.353,123.0,212.0,9.0,4.0,0.0,4.0,0.0,*9H/D,
2023,146.0,Shea Langeliers,25.0,OAK,AL,0.9,135.0,490.0,448.0,52.0,92.0,19.0,4.0,22.0,63.0,3.0,2.0,34.0,143.0,0.205,0.268,0.413,0.681,89.0,0.293,87.0,185.0,10.0,5.0,1.0,2.0,2.0,*2/DH,
2023,147.0,Eloy Jiménez,26.0,CHW,AL,0.5,120.0,489.0,456.0,50.0,124.0,23.0,0.0,18.0,64.0,0.0,0.0,30.0,93.0,0.272,0.317,0.441,0.758,106.0,0.327,105.0,201.0,13.0,1.0,0.0,2.0,2.0,D9/H,
2023,148.0,Luis García Jr.*,23.0,WSN,NL,0.7,122.0,482.0,447.0,61.0,119.0,18.0,4.0,9.0,50.0,9.0,4.0,27.0,60.0,0.266,0.304,0.385,0.688,90.0,0.302,89.0,172.0,10.0,0.0,1.0,7.0,1.0,*4H,
2023,149.0,Tommy Pham,35.0,2TM,NL,1.5,129.0,481.0,426.0,55.0,109.0,27.0,3.0,16.0,68.0,22.0,3.0,47.0,106.0,0.256,0.328,0.446,0.774,111.0,0.342,109.0,190.0,11.0,2.0,0.0,6.0,1.0,7DH9/8,
2023,149.0,Tommy Pham,35.0,NYM,NL,1.2,79.0,264.0,231.0,29.0,62.0,15.0,1.0,10.0,36.0,11.0,1.0,29.0,56.0,0.268,0.348,0.472,0.82,125.0,0.361,124.0,109.0,2.0,1.0,0.0,3.0,1.0,7DH/8,
2023,149.0,Tommy Pham,35.0,ARI,NL,0.3,50.0,217.0,195.0,26.0,47.0,12.0,2.0,6.0,32.0,11.0,2.0,18.0,50.0,0.241,0.304,0.415,0.72,94.0,0.32,91.0,81.0,9.0,1.0,0.0,3.0,0.0,D79,
2023,150.0,J.D. Martinez,35.0,LAD,NL,2.0,113.0,479.0,432.0,61.0,117.0,27.0,2.0,33.0,103.0,1.0,0.0,34.0,149.0,0.271,0.321,0.572,0.893,136.0,0.372,133.0,247.0,11.0,2.0,0.0,9.0,1.0,*D/7H,AS
2023,151.0,Andrew McCutchen,36.0,PIT,NL,1.4,112.0,473.0,390.0,55.0,100.0,19.0,0.0,12.0,43.0,11.0,3.0,75.0,100.0,0.256,0.378,0.397,0.776,112.0,0.348,113.0,155.0,8.0,4.0,0.0,4.0,1.0,D/9H,
2023,152.0,Connor Joe,30.0,PIT,NL,0.7,133.0,472.0,413.0,63.0,102.0,31.0,4.0,11.0,42.0,3.0,5.0,50.0,110.0,0.247,0.339,0.421,0.76,105.0,0.332,106.0,174.0,4.0,8.0,0.0,1.0,0.0,937H/D,
2023,153.0,Brandon Marsh*,25.0,PHI,NL,3.4,133.0,472.0,404.0,58.0,112.0,25.0,6.0,12.0,60.0,10.0,2.0,59.0,144.0,0.277,0.372,0.458,0.829,126.0,0.367,129.0,185.0,4.0,4.0,1.0,4.0,2.0,*87H/9D,
2023,154.0,Randal Grichuk,31.0,2TM,2LG,1.4,118.0,471.0,434.0,65.0,116.0,31.0,2.0,16.0,44.0,2.0,2.0,29.0,96.0,0.267,0.321,0.459,0.779,104.0,0.336,104.0,199.0,11.0,6.0,0.0,2.0,2.0,798D/H,
2023,154.0,Randal Grichuk,31.0,COL,NL,1.0,64.0,263.0,240.0,40.0,74.0,19.0,1.0,8.0,27.0,2.0,2.0,18.0,51.0,0.308,0.365,0.496,0.861,122.0,0.375,127.0,119.0,6.0,4.0,0.0,1.0,2.0,987D/H,
2023,154.0,Randal Grichuk,31.0,LAA,AL,0.3,54.0,208.0,194.0,25.0,42.0,12.0,1.0,8.0,17.0,0.0,0.0,11.0,45.0,0.216,0.264,0.412,0.677,81.0,0.287,74.0,80.0,5.0,2.0,0.0,1.0,0.0,7/H8D,
2023,155.0,Michael Conforto*,30.0,SFG,NL,0.8,125.0,470.0,406.0,58.0,97.0,14.0,0.0,15.0,58.0,4.0,0.0,53.0,106.0,0.239,0.334,0.384,0.718,100.0,0.317,98.0,156.0,12.0,7.0,0.0,4.0,4.0,*97DH,
2023,156.0,Ryan Mountcastle,26.0,BAL,AL,2.1,115.0,470.0,423.0,64.0,114.0,21.0,1.0,18.0,68.0,3.0,1.0,37.0,107.0,0.27,0.328,0.452,0.779,117.0,0.335,116.0,191.0,13.0,3.0,0.0,7.0,1.0,3D/H,
2023,157.0,Jordan Walker,21.0,STL,NL,-0.1,117.0,465.0,420.0,51.0,116.0,19.0,2.0,16.0,51.0,7.0,4.0,37.0,104.0,0.276,0.342,0.445,0.787,113.0,0.342,113.0,187.0,9.0,6.0,0.0,2.0,0.0,*97/DH,
2023,158.0,Nolan Gorman*,23.0,STL,NL,2.4,119.0,464.0,406.0,59.0,96.0,17.0,0.0,27.0,76.0,7.0,2.0,53.0,148.0,0.236,0.328,0.478,0.805,116.0,0.347,114.0,194.0,5.0,3.0,0.0,2.0,1.0,4D5H,
2023,159.0,Michael Massey*,25.0,KCR,AL,-0.1,129.0,461.0,428.0,42.0,98.0,18.0,1.0,15.0,55.0,6.0,2.0,24.0,99.0,0.229,0.274,0.381,0.655,77.0,0.29,76.0,163.0,3.0,4.0,1.0,4.0,0.0,*4H/D,
2023,160.0,Kerry Carpenter*,25.0,DET,AL,2.1,118.0,459.0,418.0,57.0,116.0,17.0,2.0,20.0,64.0,6.0,0.0,32.0,115.0,0.278,0.34,0.471,0.811,122.0,0.351,120.0,197.0,5.0,8.0,0.0,1.0,3.0,9D7/H,
2023,161.0,Aaron Judge,31.0,NYY,AL,4.6,106.0,458.0,367.0,79.0,98.0,16.0,0.0,37.0,75.0,3.0,1.0,88.0,130.0,0.267,0.406,0.613,1.019,175.0,0.421,172.0,225.0,5.0,0.0,0.0,3.0,9.0,9D8/H,"AS,MVP-15"
2023,162.0,Chas McCormick,28.0,HOU,AL,3.4,115.0,457.0,403.0,59.0,110.0,17.0,2.0,22.0,70.0,19.0,6.0,40.0,117.0,0.273,0.353,0.489,0.842,130.0,0.367,132.0,197.0,3.0,11.0,1.0,2.0,0.0,*789/DH,
2023,163.0,Garrett Cooper,32.0,2TM,NL,-0.3,123.0,457.0,422.0,42.0,106.0,18.0,1.0,17.0,61.0,0.0,0.0,31.0,132.0,0.251,0.304,0.419,0.724,92.0,0.315,89.0,177.0,15.0,2.0,0.0,2.0,0.0,3DH,
2023,163.0,Garrett Cooper,32.0,MIA,NL,-0.1,82.0,324.0,305.0,28.0,78.0,11.0,1.0,13.0,46.0,0.0,0.0,17.0,97.0,0.256,0.296,0.426,0.723,89.0,0.315,87.0,130.0,9.0,1.0,0.0,1.0,0.0,3D/H,
2023,163.0,Garrett Cooper,32.0,SDP,NL,-0.2,41.0,133.0,117.0,14.0,28.0,7.0,0.0,4.0,15.0,0.0,0.0,14.0,35.0,0.239,0.323,0.402,0.725,99.0,0.315,96.0,47.0,6.0,1.0,0.0,1.0,0.0,3D/H,
2023,164.0,Will Brennan*,25.0,CLE,AL,0.3,138.0,455.0,432.0,41.0,115.0,24.0,0.0,5.0,41.0,13.0,5.0,16.0,57.0,0.266,0.299,0.356,0.655,81.0,0.292,80.0,154.0,4.0,5.0,0.0,2.0,2.0,*9H8/7D,
2023,165.0,Adam Frazier*,31.0,BAL,AL,1.7,141.0,455.0,412.0,59.0,99.0,21.0,2.0,13.0,60.0,11.0,4.0,32.0,68.0,0.24,0.3,0.396,0.696,94.0,0.307,95.0,163.0,4.0,4.0,4.0,2.0,0.0,*4H/97D,
2023,166.0,Cedric Mullins*,28.0,BAL,AL,2.8,116.0,455.0,404.0,51.0,94.0,23.0,3.0,15.0,74.0,19.0,3.0,43.0,101.0,0.233,0.305,0.416,0.721,101.0,0.316,97.0,168.0,6.0,1.0,3.0,4.0,1.0,*8/HD,
2023,167.0,Wilmer Flores,31.0,SFG,NL,2.7,126.0,454.0,405.0,51.0,115.0,22.0,0.0,23.0,60.0,0.0,0.0,41.0,63.0,0.284,0.355,0.509,0.863,137.0,0.369,137.0,206.0,13.0,5.0,0.0,3.0,1.0,3DH5/4,
