season,Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
2024,215.0,Hayden Wesneski,26.0,CHC,NL,-0.3,3.0,6.0,0.333,3.86,28.0,7.0,2.0,0.0,0.0,0.0,67.2,56.0,37.0,29.0,12.0,21.0,0.0,67.0,2.0,1.0,1.0,283.0,104.0,4.51,1.138,7.4,1.6,2.8,8.9,3.19,
2024,216.0,Michael Kopech,28.0,2TM,2LG,1.4,6.0,8.0,0.429,3.46,67.0,0.0,35.0,0.0,0.0,15.0,67.2,44.0,27.0,26.0,9.0,34.0,2.0,88.0,5.0,2.0,6.0,279.0,119.0,4.02,1.153,5.9,1.2,4.5,11.7,2.59,
2024,216.0,Michael Kopech,28.0,CHW,AL,0.3,2.0,8.0,0.2,4.74,43.0,0.0,26.0,0.0,0.0,9.0,43.2,35.0,24.0,23.0,8.0,24.0,2.0,59.0,5.0,2.0,5.0,191.0,87.0,4.84,1.351,7.2,1.6,4.9,12.2,2.46,
2024,216.0,Michael Kopech,28.0,LAD,NL,1.1,4.0,0.0,1.0,1.13,24.0,0.0,9.0,0.0,0.0,6.0,24.0,9.0,3.0,3.0,1.0,10.0,0.0,29.0,0.0,0.0,1.0,88.0,359.0,2.54,0.792,3.4,0.4,3.8,10.9,2.9,
2024,217.0,Erik Miller*,26.0,SFG,NL,0.4,4.0,5.0,0.444,3.88,73.0,10.0,11.0,0.0,0.0,0.0,67.1,50.0,33.0,29.0,7.0,38.0,0.0,87.0,1.0,0.0,1.0,284.0,101.0,3.67,1.307,6.7,0.9,5.1,11.6,2.29,
2024,218.0,Joey Wentz*,26.0,2TM,2LG,0.1,1.0,2.0,0.333,4.68,46.0,0.0,16.0,0.0,0.0,1.0,67.1,66.0,37.0,35.0,8.0,33.0,1.0,73.0,4.0,2.0,3.0,304.0,89.0,4.19,1.47,8.8,1.1,4.4,9.8,2.21,
2024,218.0,Joey Wentz*,26.0,DET,AL,-0.4,0.0,2.0,0.0,5.37,38.0,0.0,16.0,0.0,0.0,1.0,55.1,60.0,35.0,33.0,8.0,27.0,1.0,60.0,3.0,2.0,3.0,254.0,78.0,4.5,1.572,9.8,1.3,4.4,9.8,2.22,
2024,218.0,Joey Wentz*,26.0,PIT,NL,0.5,1.0,0.0,1.0,1.5,8.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,2.0,0.0,6.0,0.0,13.0,1.0,0.0,0.0,50.0,284.0,2.75,1.0,4.5,0.0,4.5,9.8,2.17,
2024,219.0,Tim Hill*,34.0,2TM,AL,0.4,4.0,0.0,1.0,3.36,62.0,0.0,15.0,0.0,0.0,0.0,67.0,77.0,32.0,25.0,2.0,19.0,2.0,31.0,2.0,0.0,0.0,291.0,122.0,3.57,1.433,10.3,0.3,2.6,4.2,1.63,
2024,219.0,Tim Hill*,34.0,CHW,AL,-0.4,1.0,0.0,1.0,5.87,27.0,0.0,9.0,0.0,0.0,0.0,23.0,41.0,19.0,15.0,0.0,10.0,1.0,13.0,1.0,0.0,0.0,118.0,71.0,3.47,2.217,16.0,0.0,3.9,5.1,1.3,
2024,219.0,Tim Hill*,34.0,NYY,AL,0.8,3.0,0.0,1.0,2.05,35.0,0.0,6.0,0.0,0.0,0.0,44.0,36.0,13.0,10.0,2.0,9.0,1.0,18.0,1.0,0.0,0.0,173.0,198.0,3.62,1.023,7.4,0.4,1.8,3.7,2.0,
2024,220.0,Jakob Junis,31.0,2TM,NL,1.8,4.0,0.0,1.0,2.69,24.0,6.0,4.0,0.0,0.0,1.0,67.0,49.0,22.0,20.0,8.0,8.0,0.0,51.0,3.0,0.0,1.0,253.0,161.0,3.69,0.851,6.6,1.1,1.1,6.9,6.38,
2024,220.0,Jakob Junis,31.0,MIL,NL,0.6,4.0,0.0,1.0,2.42,10.0,1.0,3.0,0.0,0.0,1.0,26.0,20.0,9.0,7.0,4.0,5.0,0.0,19.0,1.0,0.0,1.0,101.0,173.0,4.4,0.962,6.9,1.4,1.7,6.6,3.8,
2024,220.0,Jakob Junis,31.0,CIN,NL,1.2,0.0,0.0,,2.85,14.0,5.0,1.0,0.0,0.0,0.0,41.0,29.0,13.0,13.0,4.0,3.0,0.0,32.0,2.0,0.0,0.0,152.0,155.0,3.24,0.78,6.4,0.9,0.7,7.0,10.67,
2024,221.0,Fernando Cruz,34.0,CIN,NL,0.3,3.0,8.0,0.273,4.86,69.0,3.0,6.0,0.0,0.0,0.0,66.2,54.0,36.0,36.0,9.0,35.0,2.0,109.0,1.0,0.0,8.0,288.0,91.0,3.27,1.335,7.3,1.2,4.7,14.7,3.11,
2024,222.0,Ryan Fernandez,26.0,STL,NL,0.9,1.0,6.0,0.143,3.51,62.0,0.0,16.0,0.0,0.0,2.0,66.2,58.0,30.0,26.0,4.0,32.0,5.0,71.0,2.0,0.0,0.0,285.0,117.0,3.35,1.35,7.8,0.5,4.3,9.6,2.22,
2024,223.0,José Leclerc,30.0,TEX,AL,-0.2,6.0,5.0,0.545,4.32,64.0,0.0,13.0,0.0,0.0,1.0,66.2,56.0,33.0,32.0,7.0,32.0,1.0,89.0,4.0,2.0,5.0,288.0,88.0,3.48,1.32,7.6,0.9,4.3,12.0,2.78,
2024,224.0,Jesús Luzardo*,26.0,MIA,NL,0.6,3.0,6.0,0.333,5.0,12.0,12.0,0.0,0.0,0.0,0.0,66.2,61.0,37.0,37.0,9.0,22.0,0.0,58.0,2.0,0.0,3.0,274.0,86.0,4.26,1.245,8.2,1.2,3.0,7.8,2.64,
2024,225.0,Trevor Williams,32.0,WSN,NL,2.5,6.0,1.0,0.857,2.03,13.0,13.0,0.0,0.0,0.0,0.0,66.2,51.0,17.0,15.0,3.0,18.0,0.0,59.0,0.0,1.0,0.0,260.0,201.0,2.79,1.035,6.9,0.4,2.4,8.0,3.28,
2024,226.0,Shawn Armstrong,33.0,3TM,2LG,-0.3,3.0,3.0,0.5,4.86,57.0,7.0,9.0,0.0,0.0,1.0,66.2,77.0,38.0,36.0,6.0,25.0,0.0,66.0,2.0,1.0,1.0,295.0,84.0,3.57,1.53,10.4,0.8,3.4,8.9,2.64,
2024,226.0,Shawn Armstrong,33.0,2TM,NL,0.2,1.0,1.0,0.5,3.6,19.0,0.0,5.0,0.0,0.0,0.0,20.0,21.0,8.0,8.0,1.0,6.0,0.0,16.0,0.0,0.0,0.0,81.0,117.0,3.12,1.35,9.5,0.5,2.7,7.2,2.67,
2024,226.0,Shawn Armstrong,33.0,TBR,AL,-0.5,2.0,2.0,0.5,5.4,38.0,7.0,4.0,0.0,0.0,1.0,46.2,56.0,30.0,28.0,5.0,19.0,0.0,50.0,2.0,1.0,1.0,214.0,74.0,3.77,1.607,10.8,1.0,3.7,9.6,2.63,
2024,226.0,Shawn Armstrong,33.0,STL,NL,0.2,1.0,0.0,1.0,2.84,11.0,0.0,3.0,0.0,0.0,0.0,12.2,11.0,4.0,4.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,49.0,148.0,2.77,1.026,7.8,0.7,1.4,8.5,6.0,
2024,226.0,Shawn Armstrong,33.0,CHC,NL,0.0,0.0,1.0,0.0,4.91,8.0,0.0,2.0,0.0,0.0,0.0,7.1,10.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,32.0,85.0,3.71,1.909,12.3,0.0,4.9,4.9,1.0,
2024,227.0,Ryan Helsley,29.0,STL,NL,2.8,7.0,4.0,0.636,2.04,65.0,0.0,62.0,0.0,0.0,49.0,66.1,50.0,19.0,15.0,3.0,23.0,3.0,79.0,0.0,0.0,1.0,266.0,202.0,2.41,1.101,6.8,0.4,3.1,10.7,3.43,"AS,CYA-9"
2024,228.0,Jeff Hoffman,31.0,PHI,NL,2.2,3.0,3.0,0.5,2.17,68.0,0.0,21.0,0.0,0.0,10.0,66.1,48.0,20.0,16.0,6.0,16.0,1.0,89.0,3.0,0.0,5.0,265.0,194.0,2.52,0.965,6.5,0.8,2.2,12.1,5.56,AS
2024,229.0,Ryan Thompson,32.0,ARI,NL,1.0,7.0,5.0,0.583,3.26,67.0,0.0,4.0,0.0,0.0,2.0,66.1,64.0,26.0,24.0,5.0,15.0,2.0,52.0,1.0,0.0,2.0,272.0,129.0,3.3,1.191,8.7,0.7,2.0,7.1,3.47,
2024,230.0,Alex Vesia*,28.0,LAD,NL,1.8,5.0,4.0,0.556,1.76,67.0,0.0,10.0,0.0,0.0,5.0,66.1,33.0,19.0,13.0,7.0,33.0,3.0,87.0,1.0,0.0,2.0,263.0,227.0,3.45,0.995,4.5,0.9,4.5,11.8,2.64,
2024,231.0,Nate Pearson,27.0,2TM,2LG,-0.1,2.0,2.0,0.5,4.48,60.0,1.0,17.0,0.0,0.0,2.0,66.1,67.0,34.0,33.0,12.0,21.0,0.0,74.0,3.0,0.0,2.0,285.0,91.0,4.37,1.327,9.1,1.6,2.8,10.0,3.52,
2024,231.0,Nate Pearson,27.0,TOR,AL,-0.6,0.0,1.0,0.0,5.63,41.0,0.0,12.0,0.0,0.0,2.0,40.0,45.0,26.0,25.0,8.0,17.0,0.0,51.0,2.0,0.0,2.0,182.0,74.0,4.64,1.55,10.1,1.8,3.8,11.5,3.0,
2024,231.0,Nate Pearson,27.0,CHC,NL,0.5,2.0,1.0,0.667,2.73,19.0,1.0,5.0,0.0,0.0,0.0,26.1,22.0,8.0,8.0,4.0,4.0,0.0,23.0,1.0,0.0,0.0,103.0,147.0,3.96,0.987,7.5,1.4,1.4,7.9,5.75,
2024,232.0,Jacob Barnes,34.0,WSN,NL,0.1,8.0,3.0,0.727,4.36,63.0,0.0,5.0,0.0,0.0,0.0,66.0,67.0,36.0,32.0,10.0,20.0,2.0,55.0,0.0,0.0,3.0,277.0,93.0,4.38,1.318,9.1,1.4,2.7,7.5,2.75,
2024,233.0,Tim Herrin*,27.0,CLE,AL,1.7,5.0,1.0,0.833,1.92,75.0,0.0,6.0,0.0,0.0,0.0,65.2,39.0,17.0,14.0,2.0,25.0,1.0,68.0,5.0,1.0,3.0,257.0,211.0,2.86,0.975,5.3,0.3,3.4,9.3,2.72,
2024,234.0,Brent Suter*,34.0,CIN,NL,1.4,1.0,0.0,1.0,3.15,47.0,3.0,20.0,0.0,0.0,2.0,65.2,63.0,25.0,23.0,10.0,12.0,0.0,50.0,3.0,0.0,2.0,270.0,140.0,4.31,1.142,8.6,1.4,1.6,6.9,4.17,
2024,235.0,Jack Kochanowicz,23.0,LAA,AL,0.8,2.0,6.0,0.25,3.99,11.0,11.0,0.0,0.0,0.0,0.0,65.1,68.0,30.0,29.0,7.0,10.0,1.0,25.0,8.0,0.0,1.0,266.0,105.0,4.62,1.194,9.4,1.0,1.4,3.4,2.5,
2024,236.0,Trevor Richards,31.0,2TM,AL,-0.3,2.0,2.0,0.5,4.55,55.0,2.0,7.0,0.0,0.0,1.0,65.1,44.0,36.0,33.0,7.0,35.0,0.0,62.0,2.0,0.0,13.0,277.0,92.0,4.36,1.209,6.1,1.0,4.8,8.5,1.77,
2024,236.0,Trevor Richards,31.0,TOR,AL,-0.4,2.0,1.0,0.667,4.64,45.0,2.0,4.0,0.0,0.0,0.0,52.1,36.0,30.0,27.0,7.0,24.0,0.0,49.0,0.0,0.0,6.0,218.0,89.0,4.41,1.146,6.2,1.2,4.1,8.4,2.04,
2024,236.0,Trevor Richards,31.0,MIN,AL,0.1,0.0,1.0,0.0,4.15,10.0,0.0,3.0,0.0,0.0,1.0,13.0,8.0,6.0,6.0,0.0,11.0,0.0,13.0,2.0,0.0,7.0,59.0,103.0,4.17,1.462,5.5,0.0,7.6,9.0,1.18,
2024,237.0,Mason Miller,25.0,OAK,AL,2.5,2.0,2.0,0.5,2.49,55.0,0.0,44.0,0.0,0.0,28.0,65.0,36.0,23.0,18.0,6.0,21.0,3.0,104.0,1.0,0.0,2.0,249.0,159.0,2.18,0.877,5.0,0.8,2.9,14.4,4.95,"AS,ROY-4"
2024,238.0,Robert Suarez,33.0,SDP,NL,2.1,9.0,3.0,0.75,2.77,65.0,0.0,55.0,0.0,0.0,36.0,65.0,52.0,21.0,20.0,7.0,16.0,1.0,59.0,0.0,0.0,1.0,258.0,149.0,3.49,1.046,7.2,1.0,2.2,8.2,3.69,AS
2024,239.0,Hoby Milner*,33.0,MIL,NL,-0.6,5.0,1.0,0.833,4.73,61.0,1.0,11.0,0.0,0.0,1.0,64.2,63.0,38.0,34.0,6.0,14.0,2.0,64.0,2.0,0.0,0.0,268.0,88.0,3.14,1.191,8.8,0.8,1.9,8.9,4.57,
2024,240.0,David Festa,24.0,MIN,AL,0.5,2.0,6.0,0.25,4.9,14.0,13.0,0.0,0.0,0.0,0.0,64.1,62.0,36.0,35.0,9.0,23.0,0.0,77.0,2.0,1.0,2.0,277.0,86.0,3.76,1.321,8.7,1.3,3.2,10.8,3.35,
2024,241.0,Tyler Kinley,33.0,COL,NL,-0.2,6.0,1.0,0.857,6.19,67.0,0.0,25.0,0.0,0.0,12.0,64.0,61.0,44.0,44.0,11.0,33.0,2.0,72.0,2.0,0.0,6.0,285.0,77.0,4.79,1.469,8.6,1.5,4.6,10.1,2.18,
2024,242.0,Enyel De Los Santos,28.0,3TM,2LG,0.1,1.0,2.0,0.333,5.2,64.0,0.0,20.0,0.0,0.0,2.0,64.0,65.0,38.0,37.0,17.0,25.0,1.0,66.0,5.0,0.0,2.0,278.0,80.0,5.96,1.406,9.1,2.4,3.5,9.3,2.64,
2024,242.0,Enyel De Los Santos,28.0,2TM,AL,-0.2,0.0,0.0,,6.46,20.0,0.0,7.0,0.0,0.0,1.0,23.2,26.0,17.0,17.0,6.0,12.0,0.0,18.0,4.0,0.0,0.0,108.0,65.0,6.97,1.606,9.9,2.3,4.6,6.8,1.5,
2024,242.0,Enyel De Los Santos,28.0,SDP,NL,0.3,1.0,2.0,0.333,4.46,44.0,0.0,13.0,0.0,0.0,1.0,40.1,39.0,21.0,20.0,11.0,13.0,1.0,48.0,1.0,0.0,2.0,170.0,93.0,5.37,1.289,8.7,2.5,2.9,10.7,3.69,
2024,242.0,Enyel De Los Santos,28.0,NYY,AL,-0.6,0.0,0.0,,14.21,5.0,0.0,1.0,0.0,0.0,0.0,6.1,13.0,10.0,10.0,1.0,3.0,0.0,5.0,3.0,0.0,0.0,37.0,30.0,6.48,2.526,18.5,1.4,4.3,7.1,1.67,
2024,242.0,Enyel De Los Santos,28.0,CHW,AL,0.4,0.0,0.0,,3.63,15.0,0.0,6.0,0.0,0.0,1.0,17.1,13.0,7.0,7.0,5.0,9.0,0.0,13.0,1.0,0.0,0.0,71.0,115.0,7.15,1.269,6.8,2.6,4.7,6.8,1.44,
2024,243.0,Phil Maton,31.0,2TM,2LG,0.9,3.0,3.0,0.5,3.66,71.0,0.0,16.0,0.0,0.0,3.0,64.0,47.0,27.0,26.0,7.0,24.0,1.0,60.0,9.0,0.0,1.0,265.0,110.0,4.26,1.109,6.6,1.0,3.4,8.4,2.5,
2024,243.0,Phil Maton,31.0,TBR,AL,0.2,1.0,2.0,0.333,4.58,40.0,0.0,10.0,0.0,0.0,2.0,35.1,29.0,19.0,18.0,6.0,18.0,1.0,30.0,5.0,0.0,1.0,152.0,88.0,5.63,1.33,7.4,1.5,4.6,7.6,1.67,
2024,243.0,Phil Maton,31.0,NYM,NL,0.7,2.0,1.0,0.667,2.51,31.0,0.0,6.0,0.0,0.0,1.0,28.2,18.0,8.0,8.0,1.0,6.0,0.0,30.0,4.0,0.0,0.0,113.0,159.0,2.57,0.837,5.7,0.3,1.9,9.4,5.0,
2024,244.0,Kyle Finnegan,32.0,WSN,NL,1.0,3.0,8.0,0.273,3.68,65.0,0.0,58.0,0.0,0.0,38.0,63.2,61.0,31.0,26.0,9.0,24.0,3.0,60.0,0.0,0.0,2.0,271.0,111.0,4.25,1.335,8.6,1.3,3.4,8.5,2.5,AS
2024,245.0,Adrián Morejón*,25.0,SDP,NL,1.3,3.0,2.0,0.6,2.83,60.0,0.0,12.0,0.0,0.0,2.0,63.2,63.0,24.0,20.0,4.0,21.0,2.0,71.0,1.0,1.0,7.0,272.0,146.0,2.79,1.319,8.9,0.6,3.0,10.0,3.38,
2024,246.0,Osvaldo Bido,28.0,OAK,AL,1.6,5.0,3.0,0.625,3.41,16.0,9.0,3.0,0.0,0.0,0.0,63.1,43.0,25.0,24.0,3.0,26.0,1.0,63.0,7.0,0.0,3.0,259.0,116.0,3.36,1.089,6.1,0.4,3.7,9.0,2.42,
2024,247.0,Jesse Chavez,40.0,ATL,NL,0.6,2.0,2.0,0.5,3.13,46.0,0.0,16.0,0.0,0.0,0.0,63.1,60.0,27.0,22.0,10.0,19.0,1.0,55.0,1.0,1.0,0.0,264.0,133.0,4.43,1.247,8.5,1.4,2.7,7.8,2.89,
2024,248.0,Greg Weissert,29.0,BOS,AL,0.5,4.0,2.0,0.667,3.13,62.0,0.0,16.0,0.0,0.0,1.0,63.1,65.0,32.0,22.0,7.0,20.0,4.0,58.0,0.0,0.0,2.0,263.0,133.0,3.72,1.342,9.2,1.0,2.8,8.2,2.9,
2024,249.0,Clay Holmes,31.0,NYY,AL,0.6,3.0,5.0,0.375,3.14,67.0,0.0,50.0,0.0,0.0,30.0,63.0,60.0,29.0,22.0,4.0,22.0,1.0,68.0,3.0,0.0,4.0,271.0,129.0,3.02,1.302,8.6,0.6,3.1,9.7,3.09,AS
2024,250.0,Daniel Hudson,37.0,LAD,NL,0.6,6.0,2.0,0.75,3.0,65.0,0.0,19.0,0.0,0.0,10.0,63.0,46.0,25.0,21.0,10.0,19.0,1.0,63.0,1.0,0.0,2.0,253.0,133.0,4.18,1.032,6.6,1.4,2.7,9.0,3.32,
2024,251.0,Orion Kerkering,23.0,PHI,NL,1.7,5.0,3.0,0.625,2.29,64.0,2.0,6.0,0.0,0.0,0.0,63.0,51.0,20.0,16.0,2.0,17.0,0.0,74.0,8.0,0.0,1.0,257.0,184.0,2.42,1.079,7.3,0.3,2.4,10.6,4.35,
2024,252.0,Génesis Cabrera*,27.0,TOR,AL,-0.1,3.0,3.0,0.5,3.59,69.0,0.0,10.0,0.0,0.0,2.0,62.2,63.0,31.0,25.0,10.0,29.0,4.0,50.0,2.0,2.0,2.0,271.0,115.0,5.13,1.468,9.0,1.4,4.2,7.2,1.72,
2024,253.0,Yuki Matsui*,28.0,SDP,NL,0.8,4.0,2.0,0.667,3.73,64.0,0.0,14.0,0.0,0.0,0.0,62.2,46.0,27.0,26.0,8.0,27.0,4.0,69.0,0.0,0.0,8.0,257.0,110.0,3.92,1.165,6.6,1.1,3.9,9.9,2.56,
2024,254.0,Matt Strahm*,32.0,PHI,NL,2.6,6.0,2.0,0.75,1.87,66.0,0.0,10.0,0.0,0.0,3.0,62.2,36.0,14.0,13.0,4.0,11.0,1.0,79.0,6.0,0.0,2.0,237.0,225.0,2.29,0.75,5.2,0.6,1.6,11.3,7.18,AS
2024,255.0,Bryan Hudson*,27.0,MIL,NL,2.4,6.0,1.0,0.857,1.73,43.0,0.0,1.0,0.0,0.0,0.0,62.1,28.0,12.0,12.0,7.0,17.0,0.0,62.0,3.0,1.0,1.0,231.0,240.0,3.6,0.722,4.0,1.0,2.5,9.0,3.65,
2024,256.0,Jared Koenig*,30.0,MIL,NL,1.5,9.0,4.0,0.692,2.47,55.0,6.0,5.0,0.0,0.0,1.0,62.0,54.0,22.0,17.0,4.0,23.0,4.0,63.0,4.0,0.0,0.0,265.0,169.0,3.28,1.242,7.8,0.6,3.3,9.1,2.74,
2024,257.0,Tyson Miller,28.0,2TM,2LG,1.4,5.0,1.0,0.833,2.32,58.0,0.0,11.0,0.0,0.0,1.0,62.0,39.0,18.0,16.0,7.0,11.0,0.0,54.0,5.0,0.0,0.0,235.0,171.0,3.67,0.806,5.7,1.0,1.6,7.8,4.91,
2024,257.0,Tyson Miller,28.0,SEA,AL,0.1,0.0,0.0,,3.09,9.0,0.0,2.0,0.0,0.0,0.0,11.2,8.0,5.0,4.0,2.0,1.0,0.0,12.0,1.0,0.0,0.0,45.0,124.0,3.85,0.771,6.2,1.5,0.8,9.3,12.0,
2024,257.0,Tyson Miller,28.0,CHC,NL,1.3,5.0,1.0,0.833,2.15,49.0,0.0,9.0,0.0,0.0,1.0,50.1,31.0,13.0,12.0,5.0,10.0,0.0,42.0,4.0,0.0,0.0,190.0,187.0,3.62,0.815,5.5,0.9,1.8,7.5,4.2,
2024,258.0,José Alvarado*,29.0,PHI,NL,0.4,2.0,5.0,0.286,4.09,66.0,0.0,21.0,0.0,0.0,13.0,61.2,49.0,30.0,28.0,6.0,28.0,1.0,63.0,1.0,0.0,4.0,258.0,103.0,3.8,1.249,7.2,0.9,4.1,9.2,2.25,
2024,259.0,Aroldis Chapman*,36.0,PIT,NL,0.4,5.0,5.0,0.5,3.79,68.0,0.0,18.0,0.0,0.0,14.0,61.2,44.0,31.0,26.0,5.0,39.0,0.0,98.0,2.0,2.0,4.0,265.0,110.0,3.04,1.346,6.4,0.7,5.7,14.3,2.51,
2024,260.0,Kirby Yates,37.0,TEX,AL,3.1,7.0,2.0,0.778,1.17,61.0,0.0,50.0,0.0,0.0,33.0,61.2,23.0,10.0,8.0,3.0,28.0,5.0,85.0,2.0,2.0,1.0,237.0,326.0,2.5,0.827,3.4,0.4,4.1,12.4,3.04,"AS,CYA-8"
2024,261.0,Lucas Erceg,29.0,2TM,AL,1.2,2.0,6.0,0.25,3.36,61.0,0.0,16.0,0.0,0.0,14.0,61.2,49.0,26.0,23.0,3.0,16.0,2.0,72.0,6.0,1.0,5.0,253.0,121.0,2.53,1.054,7.2,0.4,2.3,10.5,4.5,
2024,261.0,Lucas Erceg,29.0,OAK,AL,0.5,2.0,3.0,0.4,3.68,38.0,0.0,4.0,0.0,0.0,3.0,36.2,31.0,17.0,15.0,3.0,13.0,2.0,41.0,5.0,0.0,4.0,156.0,108.0,3.47,1.2,7.6,0.7,3.2,10.1,3.15,
2024,261.0,Lucas Erceg,29.0,KCR,AL,0.7,0.0,3.0,0.0,2.88,23.0,0.0,12.0,0.0,0.0,11.0,25.0,18.0,9.0,8.0,0.0,3.0,0.0,31.0,1.0,1.0,1.0,97.0,144.0,1.17,0.84,6.5,0.0,1.1,11.2,10.33,
2024,262.0,Peter Lambert,27.0,COL,NL,-0.4,2.0,5.0,0.286,5.72,28.0,3.0,7.0,0.0,0.0,0.0,61.1,73.0,42.0,39.0,7.0,29.0,2.0,50.0,2.0,0.0,5.0,280.0,83.0,4.54,1.663,10.7,1.0,4.3,7.3,1.72,
2024,263.0,Jeremiah Estrada,25.0,SDP,NL,1.2,6.0,3.0,0.667,2.95,62.0,0.0,14.0,0.0,0.0,1.0,61.0,42.0,22.0,20.0,4.0,23.0,1.0,94.0,0.0,0.0,5.0,252.0,140.0,2.07,1.066,6.2,0.6,3.4,13.9,4.09,
2024,264.0,Austin Voth,32.0,SEA,AL,-0.2,2.0,5.0,0.286,3.69,68.0,0.0,17.0,0.0,0.0,0.0,61.0,46.0,31.0,25.0,9.0,18.0,0.0,61.0,3.0,0.0,0.0,248.0,101.0,4.12,1.049,6.8,1.3,2.7,9.0,3.39,
2024,265.0,Emerson Hancock,25.0,SEA,AL,-0.6,4.0,4.0,0.5,4.75,12.0,12.0,0.0,0.0,0.0,0.0,60.2,62.0,37.0,32.0,12.0,19.0,0.0,39.0,6.0,0.0,0.0,266.0,78.0,5.69,1.335,9.2,1.8,2.8,5.8,2.05,
2024,266.0,Yennier Cano,30.0,BAL,AL,1.0,4.0,3.0,0.571,3.15,70.0,0.0,12.0,0.0,0.0,5.0,60.0,54.0,24.0,21.0,6.0,24.0,1.0,65.0,1.0,1.0,0.0,249.0,123.0,3.55,1.3,8.1,0.9,3.6,9.8,2.71,
2024,267.0,Garrett Cleavinger*,30.0,TBR,AL,0.8,7.0,5.0,0.583,3.75,68.0,0.0,15.0,0.0,0.0,6.0,60.0,52.0,29.0,25.0,6.0,31.0,0.0,71.0,7.0,0.0,2.0,266.0,107.0,4.0,1.383,7.8,0.9,4.7,10.7,2.29,
2024,268.0,Jason Foley,28.0,DET,AL,0.9,3.0,6.0,0.333,3.15,69.0,0.0,41.0,0.0,0.0,28.0,60.0,51.0,28.0,21.0,5.0,20.0,2.0,46.0,2.0,1.0,1.0,250.0,132.0,3.82,1.183,7.7,0.8,3.0,6.9,2.3,
2024,269.0,John King*,29.0,STL,NL,0.8,3.0,3.0,0.5,2.85,56.0,0.0,10.0,0.0,0.0,0.0,60.0,58.0,23.0,19.0,5.0,14.0,1.0,38.0,1.0,1.0,3.0,248.0,145.0,3.73,1.2,8.7,0.8,2.1,5.7,2.71,
2024,270.0,Taylor Rogers*,33.0,SFG,NL,1.1,1.0,4.0,0.2,2.4,64.0,0.0,16.0,0.0,0.0,0.0,60.0,53.0,22.0,16.0,7.0,22.0,0.0,64.0,2.0,0.0,0.0,249.0,163.0,3.75,1.25,8.0,1.1,3.3,9.6,2.91,
2024,271.0,Robert Garcia*,28.0,WSN,NL,-0.1,3.0,6.0,0.333,4.22,72.0,0.0,6.0,0.0,0.0,0.0,59.2,55.0,34.0,28.0,4.0,16.0,1.0,75.0,1.0,0.0,4.0,251.0,97.0,2.38,1.19,8.3,0.6,2.4,11.3,4.69,
2024,272.0,Justin Lawrence,29.0,COL,NL,-1.6,4.0,4.0,0.5,6.49,56.0,0.0,21.0,0.0,0.0,2.0,59.2,73.0,52.0,43.0,9.0,33.0,1.0,45.0,7.0,0.0,3.0,279.0,73.0,5.63,1.777,11.0,1.4,5.0,6.8,1.36,
2024,273.0,Dylan Lee*,29.0,ATL,NL,1.3,4.0,2.0,0.667,2.11,52.0,0.0,8.0,0.0,0.0,0.0,59.2,49.0,19.0,14.0,7.0,17.0,4.0,76.0,0.0,0.0,0.0,240.0,197.0,3.0,1.106,7.4,1.1,2.6,11.5,4.47,
2024,274.0,Joe Mantiply*,33.0,ARI,NL,0.6,6.0,2.0,0.75,3.92,75.0,2.0,8.0,0.0,0.0,1.0,59.2,52.0,27.0,26.0,1.0,18.0,7.0,53.0,0.0,1.0,3.0,243.0,107.0,2.51,1.173,7.8,0.2,2.7,8.0,2.94,
2024,275.0,Anthony Molina,22.0,COL,NL,-0.5,1.0,1.0,0.5,6.79,35.0,1.0,17.0,0.0,0.0,0.0,59.2,72.0,46.0,45.0,5.0,22.0,1.0,41.0,2.0,0.0,5.0,264.0,70.0,4.09,1.575,10.9,0.8,3.3,6.2,1.86,
2024,276.0,Bryce Jarvis,26.0,ARI,NL,0.8,1.0,2.0,0.333,3.19,44.0,0.0,17.0,0.0,0.0,0.0,59.1,52.0,25.0,21.0,6.0,33.0,4.0,38.0,5.0,0.0,4.0,258.0,132.0,5.12,1.433,7.9,0.9,5.0,5.8,1.15,
2024,277.0,Andrés Muñoz,25.0,SEA,AL,2.1,3.0,7.0,0.3,2.12,60.0,0.0,41.0,0.0,0.0,22.0,59.1,31.0,16.0,14.0,6.0,26.0,3.0,77.0,3.0,1.0,3.0,232.0,175.0,3.35,0.961,4.7,0.9,3.9,11.7,2.96,AS
2024,278.0,Hector Neris,35.0,2TM,2LG,-0.2,10.0,5.0,0.667,4.1,62.0,0.0,36.0,0.0,0.0,18.0,59.1,55.0,31.0,27.0,8.0,28.0,2.0,64.0,2.0,4.0,2.0,260.0,99.0,4.28,1.399,8.3,1.2,4.2,9.7,2.29,
2024,278.0,Hector Neris,35.0,CHC,NL,0.0,8.0,4.0,0.667,3.89,46.0,0.0,33.0,0.0,0.0,17.0,44.0,41.0,20.0,19.0,4.0,26.0,2.0,46.0,1.0,3.0,1.0,196.0,103.0,4.1,1.523,8.4,0.8,5.3,9.4,1.77,
